"NAME","LENGTH","PHAGE","CHECKV_QUALITY","MIUVIG_QUALITY","LIFE_CYCLE","PROVIRUS","HOST_PHYLUM","HOST_CLASS","HOST_ORDER","HOST_FAMILY","HOST_GENUS","HOST_PREDICTION_METHOD","VC_STATUS","CLUSTER","SUBCLUSTER","REF_PHAGES_IN_VC","GARRY_OAK_ENRICHMENT","HILLY_GRASSLAND_ENRICHMENT","Sage1_L_100_16","Sage1_L_113_16","Sage1_L_20_16","Sage1_L_40_16","Sage1_L_60_16","Sage1_L_80_16","Sage1_R_100_16","Sage1_R_113_16","Sage1_R_20_16","Sage1_R_40_16","Sage1_R_60_16","Sage1_R_80_16","Sage2_L_100_16","Sage2_L_115_16","Sage2_L_20_16","Sage2_L_40_16","Sage2_L_60_16","Sage2_L_80_16","Sage2_R_100_16","Sage2_R_115_16","Sage2_R_20_16","Sage2_R_40_16","Sage2_R_60_16","Sage2_R_80_16"
"DNA_vOTU_5574",6238,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Pseudomonadota","GammaPseudomonadota","Alteromonadales","Alteromonadaceae","Marinobacter","WIsH","Outlier",NA,NA,"YES",NA,NA,36,61,272,604,162,68,39,49,219,322,151,43,64,110,186,204,182,61,36,75,178,182,98,52
"DNA_vOTU_7731",6238,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",9,2,6,14,23,17,3,1,6,5,3,4,14,8,1,2,262,139,12,39,1,22,111,19
"DNA_vOTU_3837",6236,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",0,0,3,2,0,2,4,0,0,1,0,1,169,105,0,0,2,26,45,7,0,0,3,1387
"DNA_vOTU_5450",6236,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,171,186,39,30,49,104,150,250,9,14,24,104,5,10,19,7,8,16,6,8,11,4,7,13
"DNA_vOTU_3485",6235,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,15,12,12,9,25,20,7,2,5,1,8,8,252,4,7,9,14,7,7,20,2,5,8,4
"DNA_vOTU_4269",6235,"ssDNA","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,1,2,12,1386,24,0,0,2,0,12,3282,2,0,0,0,0,0,0,0,0,5,2,0,0
"DNA_vOTU_6093",6235,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Pseudothermotoga","WIsH","Clustered",1152,0,"NO",NA,"SUBSURFACE",8,0,6,116,36,39,44,6,2,91,22,8,1289,1126,22,37,161,715,520,446,2,86,86,554
"DNA_vOTU_8618",6235,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SURFACE","SURFACE",32,112,2034,526,448,82,54,76,1891,396,343,68,306,466,2398,964,846,407,294,296,1593,549,517,272
"DNA_vOTU_1265",6234,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Mycobacteriaceae","Mycobacterium","WIsH","Clustered",805,0,"NO","SUBSURFACE",NA,1144,832,33,35,77,3383,931,387,10,17,22,156,13,14,17,15,23,32,6,11,4,15,7,7
"DNA_vOTU_2806",6234,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,0,3,1,6,8,4,6,2,3,5,1,0,2,3,2,3,35,197,2,6,0,1,2,21
"DNA_vOTU_9172",6234,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,NA,3,4,19,19,20,23,10,2,5,2,7,8,296,4,4,13,10,16,13,128,6,6,3,6
"DNA_vOTU_2301",6233,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,"SURFACE",15,13,21,17,39,31,12,4,11,8,7,10,12,9,39,14,7,7,10,1,265,14,9,6
"DNA_vOTU_2382",6233,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE","SURFACE",1858,1291,325,582,323,900,1930,1342,111,515,484,383,38,62,270,246,218,101,42,35,185,128,166,109
"DNA_vOTU_6360",6233,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptomycetaceae","Streptomyces","WIsH","Outlier",NA,NA,"YES",NA,NA,48,38,41,285,124,98,59,28,11,216,78,13,43,45,21,231,305,76,41,14,15,143,228,46
"DNA_vOTU_1468",6232,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",762,0,"NO",NA,NA,2,1,2,2,3,3,0,0,2,2,1,2,40,122,371,1634,1142,31,41,656,1597,817,646,11
"DNA_vOTU_6142",6232,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,15,22,163,342,90,48,12,9,48,462,114,11,167,160,56,249,342,288,72,82,33,249,265,203
"DNA_vOTU_9815",6232,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",583,0,"NO",NA,"SUBSURFACE",2,1,5,11,12,7,6,0,4,0,2,0,63,38,1,1,65,204,22,7,5,9,96,172
"DNA_vOTU_9821",6232,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,0,3,8,582,0,5,6,0,6,112,157,2,0,1,0,1,3,1,0,0,1,0,0,0
"DNA_vOTU_1647",6231,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,1,4,31,127,17,14,0,1,4,259,1,1,14,11,10,72,8,29,17,10,3,12,48,34
"DNA_vOTU_6131",6231,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,5,8,88,631,79,9,1,6,28,463,31,4,515,404,121,781,763,735,343,232,80,569,945,685
"DNA_vOTU_8030",6231,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Pseudomonadota","AlphaPseudomonadota","Hyphomicrobiales",NA,NA,"WIsH","Clustered",1333,0,"NO",NA,NA,2,8,30,100,329,58,6,11,4,94,148,21,6,2,4,5,13,3,3,4,4,5,5,1
"DNA_vOTU_9921",6231,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,3,2,45,285,78,0,0,0,23,104,28,1,286,277,46,320,836,482,338,130,21,568,631,472
"DNA_vOTU_8933",6230,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Pseudomonadota","AlphaPseudomonadota","Hyphomicrobiales",NA,NA,"WIsH","Clustered",1690,0,"NO","SURFACE","SURFACE",2,12,464,325,38,45,2,4,116,43,26,6,1,5,28,1,8,4,0,2,6,2,2,0
"DNA_vOTU_10089",6230,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SURFACE","SURFACE",9,52,1469,20,34,19,11,14,1227,48,6,6,356,531,2590,1297,426,212,373,502,1895,512,251,233
"DNA_vOTU_514",6229,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Pseudomonadota","DeltaPseudomonadota","Myxococcales","Polyangiaceae","Chondromyces","WIsH","Singleton",NA,NA,NA,"SUBSURFACE",NA,1337,340,96,67,119,358,707,367,21,59,71,307,39,26,43,20,41,34,14,10,31,13,23,23
"DNA_vOTU_1087",6229,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptomycetaceae","Streptomyces","WIsH","Outlier",NA,NA,"YES","SUBSURFACE",NA,368,224,47,69,74,146,227,134,13,27,77,175,27,17,12,14,18,15,11,8,9,8,13,11
"DNA_vOTU_1284",6229,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Frankiaceae","Frankia","WIsH","Clustered",355,0,"NO","SUBSURFACE",NA,1597,933,235,642,922,1428,1630,1589,91,400,2513,791,621,472,168,285,379,871,1116,334,143,196,242,871
"DNA_vOTU_2561",6229,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",3,5,5,92,181,102,7,0,1,53,106,0,477,366,2,6,8,571,348,220,4,8,78,449
"DNA_vOTU_7149",6228,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Frankiaceae","Frankia","WIsH","Singleton",NA,NA,NA,NA,NA,38,51,71,93,139,118,80,25,37,36,394,149,33,20,33,18,37,25,12,12,16,15,27,12
"DNA_vOTU_4353",6227,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,"SUBSURFACE",0,1,2,2,2,2,1,0,1,1,0,1,27,43,0,0,133,256,1,2,0,1,7,3
"DNA_vOTU_6155",6227,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,1030,738,216,369,357,654,1199,622,57,349,337,241,151,157,232,439,293,286,120,105,190,260,229,255
"DNA_vOTU_9607",6227,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptomycetaceae","Streptomyces","WIsH","Singleton",NA,NA,NA,NA,NA,20,21,53,30,49,38,16,3,8,13,16,14,8,4,8,9,18,28,6,2,15,10,6,232
"DNA_vOTU_3838",6226,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",0,1,6,2,0,2,0,0,0,0,1,0,193,114,0,0,1,39,63,7,0,0,3,1363
"DNA_vOTU_5328",6226,"ssDNA","Not-determined","Genome-fragment","LYTIC","NO","Pseudomonadota","AlphaPseudomonadota","Hyphomicrobiales",NA,NA,"WIsH","Singleton",NA,NA,NA,NA,"SURFACE",6,7,24,75,27,61,20,2,1,16,217,25,3,3,18,9,8,9,2,3,13,6,2,6
"DNA_vOTU_2945",6225,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Nocardiaceae","Rhodococcus","WIsH","Singleton",NA,NA,NA,NA,"SURFACE",17,7,33,21,40,38,12,2,7,13,14,9,19,15,122,17,8,14,15,20,321,7,2,3
"DNA_vOTU_8813",6224,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1808,0,"NO",NA,NA,9,8,197,57,20,19,46,3,3,48,4,1,24,72,810,2934,194,29,31,2,146,578,30,26
"DNA_vOTU_6616",6223,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","WIsH","Singleton",NA,NA,NA,NA,NA,0,0,0,0,0,3,1,0,0,1,0,0,11,232,0,2,2,1,162,161,2,0,1,3
"DNA_vOTU_8814",6223,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1306,0,"NO","SURFACE","SURFACE",5,8,952,33,10,13,0,0,18,3,23,2,24,20,317,30,24,23,12,2,38,23,4,11
"DNA_vOTU_677",6222,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,319,28,5,8,16,103,27,15,1,0,5,56,0,1,3,0,1,0,0,1,5,3,2,3
"DNA_vOTU_6889",6222,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Pseudomonadota","DeltaPseudomonadota","Myxococcales","Polyangiaceae","Sorangium","WIsH","Singleton",NA,NA,NA,NA,NA,26,42,61,112,77,81,40,14,16,438,25,11,9,19,22,15,26,23,10,9,8,9,13,13
"DNA_vOTU_8342",6221,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptomycetaceae","Streptomyces","WIsH","Outlier",NA,NA,"YES","SURFACE","SURFACE",66,87,184,79,108,99,77,70,175,37,47,27,90,35,291,65,54,125,39,34,101,35,36,87
"DNA_vOTU_9173",6221,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1400,0,"NO",NA,"SUBSURFACE",26,15,19,103,24,35,50,8,1,87,18,7,1468,1174,7,223,759,1236,799,351,0,255,735,928
"DNA_vOTU_836",6219,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,8,37,793,751,603,47,16,11,377,829,481,32,1225,1522,1769,2611,1458,1791,1202,1123,519,1294,1446,1144
"DNA_vOTU_6666",6219,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",6,14,26,103,95,24,8,7,18,95,41,6,61,226,3,314,92,80,133,190,5,105,67,75
"DNA_vOTU_2590",6218,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1311,0,"NO",NA,NA,59,92,235,135,131,82,70,47,106,245,73,32,185,265,219,558,354,333,123,168,167,394,339,297
"DNA_vOTU_5877",6218,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1482,0,"NO",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_7677",6218,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1742,0,"NO",NA,"SURFACE",6,6,15,9,8,8,2,3,0,4,2,7,9,16,455,19,5,8,6,3,181,18,3,0
"DNA_vOTU_9636",6218,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,1378,956,33,74,141,375,827,815,3,79,130,218,61,29,14,24,5,51,21,19,9,4,33,26
"DNA_vOTU_9740",6218,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Pseudomonadota","DeltaPseudomonadota","Myxococcales","Polyangiaceae","Chondromyces","WIsH","Singleton",NA,NA,NA,"SUBSURFACE",NA,1222,612,79,42,91,293,873,601,18,24,44,276,27,12,20,12,32,58,9,8,9,7,12,13
"DNA_vOTU_4859",6217,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",512,0,"NO","SURFACE",NA,69,206,1766,687,249,114,100,107,724,1601,96,43,591,604,738,1367,850,793,306,348,645,751,687,766
"DNA_vOTU_421",6216,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,2883,1784,2,31,772,2317,2828,3874,0,3,6,837,0,1,0,1,1,2,4,12,0,0,0,1
"DNA_vOTU_6477",6215,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1716,0,"NO",NA,NA,8,20,284,1755,762,78,9,14,129,785,653,22,491,511,201,1181,979,780,379,198,143,1242,896,700
"DNA_vOTU_1973",6214,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",0,0,2,4,11,9,2,0,4,0,5,7,454,204,0,2,2,87,90,9,0,0,8,2844
"DNA_vOTU_6989",6213,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Chloroflexi","Thermomicrobia",NA,NA,NA,"WIsH","Clustered",1745,0,"NO",NA,"SUBSURFACE",18,21,53,57,105,46,21,16,20,56,27,19,103,170,43,355,272,299,131,95,34,208,287,224
"DNA_vOTU_1145",6212,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",711,0,"NO",NA,NA,0,2,8,277,144,3,0,0,1,578,3,1,0,1,0,0,2,0,2,0,4,0,3,0
"DNA_vOTU_3839",6211,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",2,1,5,1,4,7,0,0,0,1,0,0,156,80,1,0,2,24,38,3,1,1,4,1067
"DNA_vOTU_5872",6211,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",500,0,"NO",NA,"SUBSURFACE",5,4,6,5,6,8,4,0,0,6,6,0,436,261,2,78,844,981,1001,148,3,293,509,605
"DNA_vOTU_9019",6211,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1665,0,"NO",NA,NA,4,14,192,845,647,27,5,1,52,308,630,4,523,361,107,429,318,716,321,139,69,373,459,810
"DNA_vOTU_3583",6210,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptomycetaceae","Streptomyces","WIsH","Singleton",NA,NA,NA,"SUBSURFACE",NA,296,200,97,103,222,253,328,165,26,58,405,114,55,56,45,46,42,55,32,36,28,47,43,56
"DNA_vOTU_5935",6209,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE","SUBSURFACE",872,318,43,118,171,351,874,376,5,80,251,221,86,61,6,27,57,194,103,64,6,31,54,172
"DNA_vOTU_8381",6209,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SURFACE",NA,8,12,190,113,92,13,9,5,108,116,35,10,347,355,673,566,290,413,318,247,239,259,316,312
"DNA_vOTU_5557",6208,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,10,14,20,31,26,19,11,1,12,6,18,2,23,38,65,265,62,46,15,10,43,212,44,20
"DNA_vOTU_6813",6208,"ssDNA","Not-determined","Genome-fragment","LYTIC","NO","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","WIsH","Clustered",1733,0,"NO",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_5645",6207,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,814,764,426,672,736,868,836,950,348,589,1267,971,924,897,447,615,1074,1223,504,475,299,377,791,803
"DNA_vOTU_9200",6207,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1267,0,"NO","SURFACE",NA,2,6,232,95,26,5,3,0,6,24,8,1,117,84,335,590,87,108,70,61,48,197,77,75
"DNA_vOTU_167",6206,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","YES","Pseudomonadota","GammaPseudomonadota","Alteromonadales","Alteromonadaceae","Cellvibrio","WIsH","Singleton",NA,NA,NA,NA,"SURFACE",228,192,125,124,95,251,176,410,69,49,84,68,9,16,88,40,38,15,9,13,34,19,33,14
"DNA_vOTU_2319",6205,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Microbacteriaceae","Rathayibacter","WIsH","Singleton",NA,NA,NA,"SUBSURFACE",NA,368,380,59,41,64,207,250,346,13,18,20,57,22,18,26,34,30,19,15,5,21,8,8,14
"DNA_vOTU_494",6204,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",19,12,32,12,26,27,11,2,10,2,5,8,71,166,2,3,14,30,292,234,10,19,17,179
"DNA_vOTU_3841",6204,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",1221,0,"NO",NA,"SUBSURFACE",0,0,4,0,6,0,0,2,0,0,0,0,126,75,0,0,0,45,35,2,0,0,0,1046
"DNA_vOTU_3842",6204,"ssDNA","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1347,0,"NO",NA,"SUBSURFACE",2,0,2,0,2,4,2,0,1,0,0,0,1103,507,2,0,0,198,255,30,0,0,6,6621
"DNA_vOTU_8336",6204,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",1340,0,"NO","SUBSURFACE",NA,321,170,19,189,596,927,417,405,5,55,1159,640,25,17,6,38,150,30,9,24,9,49,74,19
"DNA_vOTU_8485",6204,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1460,0,"NO",NA,"SUBSURFACE",9,14,17,54,14,27,2,6,9,12,10,5,927,1987,20,1282,976,2148,2770,1141,4,1851,1599,1304
"DNA_vOTU_9637",6204,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,210,131,3,14,57,445,442,151,0,1,84,240,1,2,0,1,0,4,0,2,0,3,0,0
"DNA_vOTU_3843",6203,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",525,0,"NO",NA,"SUBSURFACE",0,0,2,0,0,0,1,0,3,1,0,0,529,255,0,1,0,112,179,5,0,2,2,3494
"DNA_vOTU_9678",6203,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1242,0,"NO",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_2383",6202,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",1251,0,"NO","SUBSURFACE",NA,883,703,43,53,78,437,629,569,6,47,78,209,48,44,15,30,31,36,17,25,9,8,26,27
"DNA_vOTU_2692",6202,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",4,14,22,15,9,24,7,3,9,6,4,9,49,110,11,175,216,254,227,66,6,51,119,152
"DNA_vOTU_9597",6201,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SURFACE",0,0,28,5,12,2,0,0,0,1,1,1,7,29,211,433,23,2,8,1,151,129,8,11
"DNA_vOTU_4832",6200,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,1,6,175,949,63,46,2,8,10,67,1086,40,4,4,30,40,105,42,2,20,17,30,65,69
"DNA_vOTU_5575",6200,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,NA,1,0,11,268,12,5,4,0,2,173,5,2,4,6,2,9,2,3,0,0,0,2,3,3
"DNA_vOTU_7410",6200,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,53,28,4,0,5,246,112,129,2,0,4,134,1,0,0,7,0,1,0,2,3,1,0,1
"DNA_vOTU_2592",6199,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,2,6,27,409,2,4,1,0,7,32,3,0,116,79,21,158,342,535,297,69,7,252,206,465
"DNA_vOTU_2848",6197,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,5,13,16,476,59,33,11,9,3,9,169,5,7,16,5,7,20,33,4,2,2,4,15,25
"DNA_vOTU_1494",6196,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus","WIsH","Singleton",NA,NA,NA,NA,"SUBSURFACE",13,14,39,262,443,120,77,36,12,116,503,66,35,21,1,33,36,17,5,2,0,3,20,17
"DNA_vOTU_4051",6196,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE","SUBSURFACE",0,0,0,1,2,0,0,0,0,1,2,0,1061,491,0,0,0,192,262,40,0,0,15,7448
"DNA_vOTU_5127",6196,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",0,0,3,4,5,2,0,0,0,0,3,0,507,245,0,0,2,105,121,9,0,0,4,3465
"DNA_vOTU_9763",6196,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1487,0,"NO",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_4354",6195,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Pseudomonadota","BetaPseudomonadota","Burkholderiales","Burkholderiaceae","Salinispora","WIsH","Singleton",NA,NA,NA,NA,"SUBSURFACE",42,36,61,49,148,86,18,11,12,24,53,15,110,164,20,40,34,365,290,91,14,19,73,122
"DNA_vOTU_1106",6194,"ssDNA","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SURFACE","SURFACE",6,67,2304,33,13,20,6,4,675,678,6,2,1,4,21,2,12,4,2,2,27,11,1,3
"DNA_vOTU_4355",6194,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",577,0,"NO",NA,NA,4,9,163,207,127,8,2,0,75,196,128,10,304,226,147,567,665,797,321,77,57,332,502,618
"DNA_vOTU_9174",6194,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",3,8,13,6,6,5,13,0,3,72,1,3,1769,955,7,144,244,385,999,1186,2,22,14,901
