sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
Sage2_L_60_16_scaffold_38_RM_Type_IV_238	RM	RM_Type_IV	Sage2_L_60_16_scaffold_38_12	Sage2_L_60_16_scaffold_38_13	Sage2_L_60_16_scaffold_38_12,Sage2_L_60_16_scaffold_38_13	2	Type_IV_REases,Type_IV_REases
Sage2_L_60_16_scaffold_38_RM_Type_IIG_237	RM	RM_Type_IIG	Sage2_L_60_16_scaffold_38_15	Sage2_L_60_16_scaffold_38_15	Sage2_L_60_16_scaffold_38_15	1	Type_IIG
Sage2_L_60_16_scaffold_4076_RM_Type_II_355	RM	RM_Type_II	Sage2_L_60_16_scaffold_4076_2	Sage2_L_60_16_scaffold_4076_3	Sage2_L_60_16_scaffold_4076_2,Sage2_L_60_16_scaffold_4076_3	2	Type_II_MTases,Type_II_REases
Sage2_L_60_16_scaffold_63790_RM_Type_IV_435	RM	RM_Type_IV	Sage2_L_60_16_scaffold_63790_4	Sage2_L_60_16_scaffold_63790_4	Sage2_L_60_16_scaffold_63790_4	1	Type_IV_REases
Sage2_L_60_16_scaffold_6964_RM_Type_IV_436	RM	RM_Type_IV	Sage2_L_60_16_scaffold_6964_2	Sage2_L_60_16_scaffold_6964_2	Sage2_L_60_16_scaffold_6964_2	1	Type_IV_REases
Sage2_L_60_16_scaffold_7697_RM_Type_IIG_239	RM	RM_Type_IIG	Sage2_L_60_16_scaffold_7697_12	Sage2_L_60_16_scaffold_7697_12	Sage2_L_60_16_scaffold_7697_12	1	Type_IIG
Sage2_L_60_16_scaffold_8192_RM_Type_I_83	RM	RM_Type_I	Sage2_L_60_16_scaffold_8192_3	Sage2_L_60_16_scaffold_8192_5	Sage2_L_60_16_scaffold_8192_3,Sage2_L_60_16_scaffold_8192_4,Sage2_L_60_16_scaffold_8192_5	3	Type_I_MTases,Type_I_S,Type_I_REases
Sage2_L_60_16_scaffold_840_RM_Type_I_84	RM	RM_Type_I	Sage2_L_60_16_scaffold_840_3	Sage2_L_60_16_scaffold_840_8	Sage2_L_60_16_scaffold_840_3,Sage2_L_60_16_scaffold_840_5,Sage2_L_60_16_scaffold_840_7,Sage2_L_60_16_scaffold_840_8	4	Type_I_S,Type_I_MTases,Type_I_REases,Type_I_REases
Sage2_L_60_16_scaffold_865_RM_Type_IIG_240	RM	RM_Type_IIG	Sage2_L_60_16_scaffold_865_16	Sage2_L_60_16_scaffold_865_16	Sage2_L_60_16_scaffold_865_16	1	Type_IIG
Sage2_L_80_16_scaffold_1072_RM_Type_II_356	RM	RM_Type_II	Sage2_L_80_16_scaffold_1072_28	Sage2_L_80_16_scaffold_1072_29	Sage2_L_80_16_scaffold_1072_28,Sage2_L_80_16_scaffold_1072_29	2	Type_II_MTases,Type_II_REases
Sage2_L_80_16_scaffold_10980_RM_Type_IV_437	RM	RM_Type_IV	Sage2_L_80_16_scaffold_10980_7	Sage2_L_80_16_scaffold_10980_7	Sage2_L_80_16_scaffold_10980_7	1	Type_IV_REases
Sage2_L_80_16_scaffold_11590_RM_Type_IIG_241	RM	RM_Type_IIG	Sage2_L_80_16_scaffold_11590_9	Sage2_L_80_16_scaffold_11590_9	Sage2_L_80_16_scaffold_11590_9	1	Type_IIG
Sage2_L_80_16_scaffold_11998_RM_Type_II_357	RM	RM_Type_II	Sage2_L_80_16_scaffold_11998_8	Sage2_L_80_16_scaffold_11998_11	Sage2_L_80_16_scaffold_11998_8,Sage2_L_80_16_scaffold_11998_11	2	Type_II_MTases,Type_II_REases
Sage2_L_80_16_scaffold_1218_RM_Type_III_120	RM	RM_Type_III	Sage2_L_80_16_scaffold_1218_19	Sage2_L_80_16_scaffold_1218_20	Sage2_L_80_16_scaffold_1218_19,Sage2_L_80_16_scaffold_1218_20	2	Type_III_REases,Type_III_MTases
Sage2_L_80_16_scaffold_133_RM_Type_II_358	RM	RM_Type_II	Sage2_L_80_16_scaffold_133_59	Sage2_L_80_16_scaffold_133_60	Sage2_L_80_16_scaffold_133_59,Sage2_L_80_16_scaffold_133_60	2	Type_II_REases,Type_II_MTases
Sage2_L_80_16_scaffold_13364_RM_Type_IV_438	RM	RM_Type_IV	Sage2_L_80_16_scaffold_13364_10	Sage2_L_80_16_scaffold_13364_10	Sage2_L_80_16_scaffold_13364_10	1	Type_IV_REases
Sage2_L_80_16_scaffold_137424_RM_Type_IV_439	RM	RM_Type_IV	Sage2_L_80_16_scaffold_137424_3	Sage2_L_80_16_scaffold_137424_3	Sage2_L_80_16_scaffold_137424_3	1	Type_IV_REases
Sage2_L_80_16_scaffold_14549_RM_Type_IIG_242	RM	RM_Type_IIG	Sage2_L_80_16_scaffold_14549_2	Sage2_L_80_16_scaffold_14549_2	Sage2_L_80_16_scaffold_14549_2	1	Type_IIG
Sage2_L_80_16_scaffold_1638_RM_Type_I_85	RM	RM_Type_I	Sage2_L_80_16_scaffold_1638_24	Sage2_L_80_16_scaffold_1638_26	Sage2_L_80_16_scaffold_1638_24,Sage2_L_80_16_scaffold_1638_25,Sage2_L_80_16_scaffold_1638_26	3	Type_I_REases,Type_I_MTases,Type_I_S
Sage2_L_80_16_scaffold_165403_RM_Type_II_359	RM	RM_Type_II	Sage2_L_80_16_scaffold_165403_1	Sage2_L_80_16_scaffold_165403_2	Sage2_L_80_16_scaffold_165403_1,Sage2_L_80_16_scaffold_165403_2	2	Type_II_MTases,Type_II_REases
Sage2_L_80_16_scaffold_1857_RM_Type_IIG_86	RM	RM_Type_IIG	Sage2_L_80_16_scaffold_1857_22	Sage2_L_80_16_scaffold_1857_22	Sage2_L_80_16_scaffold_1857_22	1	Type_IIG
Sage2_L_80_16_scaffold_187493_RM_Type_IIG_243	RM	RM_Type_IIG	Sage2_L_80_16_scaffold_187493_3	Sage2_L_80_16_scaffold_187493_3	Sage2_L_80_16_scaffold_187493_3	1	Type_IIG
Sage2_L_80_16_scaffold_238_RM_Type_I_87	RM	RM_Type_I	Sage2_L_80_16_scaffold_238_35	Sage2_L_80_16_scaffold_238_37	Sage2_L_80_16_scaffold_238_35,Sage2_L_80_16_scaffold_238_37	2	Type_I_MTases,Type_I_REases
Sage2_L_80_16_scaffold_2471_RM_Type_IV_245	RM	RM_Type_IV	Sage2_L_80_16_scaffold_2471_6	Sage2_L_80_16_scaffold_2471_7	Sage2_L_80_16_scaffold_2471_6,Sage2_L_80_16_scaffold_2471_7	2	Type_IV_REases,Type_IV_REases
Sage2_L_80_16_scaffold_2471_RM_Type_IIG_244	RM	RM_Type_IIG	Sage2_L_80_16_scaffold_2471_8	Sage2_L_80_16_scaffold_2471_8	Sage2_L_80_16_scaffold_2471_8	1	Type_IIG
Sage2_L_80_16_scaffold_26292_RM_Type_II_360	RM	RM_Type_II	Sage2_L_80_16_scaffold_26292_5	Sage2_L_80_16_scaffold_26292_6	Sage2_L_80_16_scaffold_26292_5,Sage2_L_80_16_scaffold_26292_6	2	Type_II_REases,Type_II_MTases
Sage2_L_80_16_scaffold_26332_RM_Type_I_88	RM	RM_Type_I	Sage2_L_80_16_scaffold_26332_3	Sage2_L_80_16_scaffold_26332_5	Sage2_L_80_16_scaffold_26332_3,Sage2_L_80_16_scaffold_26332_4,Sage2_L_80_16_scaffold_26332_5	3	Type_I_REases,Type_I_MTases,Type_I_S
Sage2_L_80_16_scaffold_268_RM_Type_I_89	RM	RM_Type_I	Sage2_L_80_16_scaffold_268_18	Sage2_L_80_16_scaffold_268_20	Sage2_L_80_16_scaffold_268_18,Sage2_L_80_16_scaffold_268_19,Sage2_L_80_16_scaffold_268_20	3	Type_I_S,Type_I_MTases,Type_I_REases
Sage2_L_80_16_scaffold_2743_RM_Type_IIG_246	RM	RM_Type_IIG	Sage2_L_80_16_scaffold_2743_11	Sage2_L_80_16_scaffold_2743_11	Sage2_L_80_16_scaffold_2743_11	1	Type_IIG
Sage2_L_80_16_scaffold_29_RM_Type_I_121	RM	RM_Type_I	Sage2_L_80_16_scaffold_29_23	Sage2_L_80_16_scaffold_29_25	Sage2_L_80_16_scaffold_29_23,Sage2_L_80_16_scaffold_29_24,Sage2_L_80_16_scaffold_29_25	3	Type_I_REases,Type_I_MTases,Type_I_S
Sage2_L_80_16_scaffold_2989_RM_Type_I_90	RM	RM_Type_I	Sage2_L_80_16_scaffold_2989_9	Sage2_L_80_16_scaffold_2989_15	Sage2_L_80_16_scaffold_2989_9,Sage2_L_80_16_scaffold_2989_10,Sage2_L_80_16_scaffold_2989_15	3	Type_I_MTases,Type_I_S,Type_I_REases
Sage2_L_80_16_scaffold_3255_RM_Type_III_122	RM	RM_Type_III	Sage2_L_80_16_scaffold_3255_9	Sage2_L_80_16_scaffold_3255_13	Sage2_L_80_16_scaffold_3255_9,Sage2_L_80_16_scaffold_3255_13	2	Type_III_REases,Type_III_MTases
Sage2_L_80_16_scaffold_32917_RM_Type_I_91	RM	RM_Type_I	Sage2_L_80_16_scaffold_32917_1	Sage2_L_80_16_scaffold_32917_3	Sage2_L_80_16_scaffold_32917_1,Sage2_L_80_16_scaffold_32917_2,Sage2_L_80_16_scaffold_32917_3	3	Type_I_REases,Type_I_S,Type_I_MTases
Sage2_L_80_16_scaffold_3395_RM_Type_IIG_247	RM	RM_Type_IIG	Sage2_L_80_16_scaffold_3395_19	Sage2_L_80_16_scaffold_3395_19	Sage2_L_80_16_scaffold_3395_19	1	Type_IIG
Sage2_L_80_16_scaffold_4_RM_Type_IIG_251	RM	RM_Type_IIG	Sage2_L_80_16_scaffold_4_258	Sage2_L_80_16_scaffold_4_258	Sage2_L_80_16_scaffold_4_258	1	Type_IIG
Sage2_L_80_16_scaffold_4_RM_Type_II_250	RM	RM_Type_II	Sage2_L_80_16_scaffold_4_305	Sage2_L_80_16_scaffold_4_307	Sage2_L_80_16_scaffold_4_305,Sage2_L_80_16_scaffold_4_307	2	Type_II_MTases,Type_II_REases
Sage2_L_80_16_scaffold_45122_RM_Type_IIG_248	RM	RM_Type_IIG	Sage2_L_80_16_scaffold_45122_4	Sage2_L_80_16_scaffold_45122_4	Sage2_L_80_16_scaffold_45122_4	1	Type_IIG
Sage2_L_80_16_scaffold_45196_RM_Type_IIG_249	RM	RM_Type_IIG	Sage2_L_80_16_scaffold_45196_7	Sage2_L_80_16_scaffold_45196_7	Sage2_L_80_16_scaffold_45196_7	1	Type_IIG
Sage2_L_80_16_scaffold_4848_RM_Type_II_361	RM	RM_Type_II	Sage2_L_80_16_scaffold_4848_2	Sage2_L_80_16_scaffold_4848_3	Sage2_L_80_16_scaffold_4848_2,Sage2_L_80_16_scaffold_4848_3	2	Type_II_REases,Type_II_MTases
Sage2_L_80_16_scaffold_531_RM_Type_II_363	RM	RM_Type_II	Sage2_L_80_16_scaffold_531_11	Sage2_L_80_16_scaffold_531_13	Sage2_L_80_16_scaffold_531_11,Sage2_L_80_16_scaffold_531_13	2	Type_II_REases,Type_II_MTases
Sage2_L_80_16_scaffold_5312_RM_Type_II_362	RM	RM_Type_II	Sage2_L_80_16_scaffold_5312_9	Sage2_L_80_16_scaffold_5312_10	Sage2_L_80_16_scaffold_5312_9,Sage2_L_80_16_scaffold_5312_10	2	Type_II_MTases,Type_II_REases
Sage2_L_80_16_scaffold_5366_RM_Type_IIG_252	RM	RM_Type_IIG	Sage2_L_80_16_scaffold_5366_6	Sage2_L_80_16_scaffold_5366_6	Sage2_L_80_16_scaffold_5366_6	1	Type_IIG
Sage2_L_80_16_scaffold_538_RM_Type_IV_440	RM	RM_Type_IV	Sage2_L_80_16_scaffold_538_40	Sage2_L_80_16_scaffold_538_40	Sage2_L_80_16_scaffold_538_40	1	Type_IV_REases
Sage2_L_80_16_scaffold_5464_RM_Type_IIG_253	RM	RM_Type_IIG	Sage2_L_80_16_scaffold_5464_18	Sage2_L_80_16_scaffold_5464_18	Sage2_L_80_16_scaffold_5464_18	1	Type_IIG
Sage2_L_80_16_scaffold_59_RM_Type_IV_441	RM	RM_Type_IV	Sage2_L_80_16_scaffold_59_23	Sage2_L_80_16_scaffold_59_24	Sage2_L_80_16_scaffold_59_23,Sage2_L_80_16_scaffold_59_24	2	Type_IV_REases,Type_IV_REases
Sage2_L_80_16_scaffold_6004_RM_Type_I_92	RM	RM_Type_I	Sage2_L_80_16_scaffold_6004_9	Sage2_L_80_16_scaffold_6004_12	Sage2_L_80_16_scaffold_6004_9,Sage2_L_80_16_scaffold_6004_10,Sage2_L_80_16_scaffold_6004_12	3	Type_I_MTases,Type_I_S,Type_I_REases
Sage2_L_80_16_scaffold_6067_RM_Type_II_364	RM	RM_Type_II	Sage2_L_80_16_scaffold_6067_2	Sage2_L_80_16_scaffold_6067_3	Sage2_L_80_16_scaffold_6067_2,Sage2_L_80_16_scaffold_6067_3	2	Type_II_MTases,Type_II_REases
Sage2_L_80_16_scaffold_6234_RM_Type_IV_442	RM	RM_Type_IV	Sage2_L_80_16_scaffold_6234_13	Sage2_L_80_16_scaffold_6234_13	Sage2_L_80_16_scaffold_6234_13	1	Type_IV_REases
Sage2_L_80_16_scaffold_6238_RM_Type_IIG_254	RM	RM_Type_IIG	Sage2_L_80_16_scaffold_6238_18	Sage2_L_80_16_scaffold_6238_18	Sage2_L_80_16_scaffold_6238_18	1	Type_IIG
Sage2_L_80_16_scaffold_6687_RM_Type_IIG_255	RM	RM_Type_IIG	Sage2_L_80_16_scaffold_6687_9	Sage2_L_80_16_scaffold_6687_9	Sage2_L_80_16_scaffold_6687_9	1	Type_IIG
Sage2_L_80_16_scaffold_6687_RM_Type_IV_256	RM	RM_Type_IV	Sage2_L_80_16_scaffold_6687_10	Sage2_L_80_16_scaffold_6687_10	Sage2_L_80_16_scaffold_6687_10	1	Type_IV_REases
Sage2_L_80_16_scaffold_679_RM_Type_IIG_257	RM	RM_Type_IIG	Sage2_L_80_16_scaffold_679_19	Sage2_L_80_16_scaffold_679_19	Sage2_L_80_16_scaffold_679_19	1	Type_IIG
Sage2_L_80_16_scaffold_6795_RM_Type_I_93	RM	RM_Type_I	Sage2_L_80_16_scaffold_6795_5	Sage2_L_80_16_scaffold_6795_6	Sage2_L_80_16_scaffold_6795_5,Sage2_L_80_16_scaffold_6795_6	2	Type_I_REases,Type_I_MTases
Sage2_L_80_16_scaffold_6918_RM_Type_III_123	RM	RM_Type_III	Sage2_L_80_16_scaffold_6918_2	Sage2_L_80_16_scaffold_6918_6	Sage2_L_80_16_scaffold_6918_2,Sage2_L_80_16_scaffold_6918_6	2	Type_III_MTases,Type_III_REases
Sage2_L_80_16_scaffold_7148_RM_Type_II_365	RM	RM_Type_II	Sage2_L_80_16_scaffold_7148_2	Sage2_L_80_16_scaffold_7148_3	Sage2_L_80_16_scaffold_7148_2,Sage2_L_80_16_scaffold_7148_3	2	Type_II_MTases,Type_II_REases
Sage2_L_80_16_scaffold_7702_RM_Type_III_124	RM	RM_Type_III	Sage2_L_80_16_scaffold_7702_2	Sage2_L_80_16_scaffold_7702_3	Sage2_L_80_16_scaffold_7702_2,Sage2_L_80_16_scaffold_7702_3	2	Type_III_REases,Type_III_MTases
Sage2_L_80_16_scaffold_927_RM_Type_II_366	RM	RM_Type_II	Sage2_L_80_16_scaffold_927_20	Sage2_L_80_16_scaffold_927_21	Sage2_L_80_16_scaffold_927_20,Sage2_L_80_16_scaffold_927_21	2	Type_II_REases,Type_II_MTases
Sage2_L_80_16_scaffold_9433_RM_Type_I_94	RM	RM_Type_I	Sage2_L_80_16_scaffold_9433_3	Sage2_L_80_16_scaffold_9433_4	Sage2_L_80_16_scaffold_9433_3,Sage2_L_80_16_scaffold_9433_4	2	Type_I_MTases,Type_I_REases
Sage2_R_100_16_scaffold_4049_RM_Type_IV_443	RM	RM_Type_IV	Sage2_R_100_16_scaffold_4049_10	Sage2_R_100_16_scaffold_4049_10	Sage2_R_100_16_scaffold_4049_10	1	Type_IV_REases
Sage2_R_100_16_scaffold_60_RM_Type_II_367	RM	RM_Type_II	Sage2_R_100_16_scaffold_60_35	Sage2_R_100_16_scaffold_60_36	Sage2_R_100_16_scaffold_60_35,Sage2_R_100_16_scaffold_60_36	2	Type_II_MTases,Type_II_REases
Sage2_R_115_16_scaffold_10508_RM_Type_II_368	RM	RM_Type_II	Sage2_R_115_16_scaffold_10508_1	Sage2_R_115_16_scaffold_10508_4	Sage2_R_115_16_scaffold_10508_1,Sage2_R_115_16_scaffold_10508_4	2	Type_II_MTases,Type_II_REases
Sage2_R_115_16_scaffold_4827_RM_Type_IV_444	RM	RM_Type_IV	Sage2_R_115_16_scaffold_4827_9	Sage2_R_115_16_scaffold_4827_9	Sage2_R_115_16_scaffold_4827_9	1	Type_IV_REases
Sage2_R_115_16_scaffold_6249_RM_Type_I_95	RM	RM_Type_I	Sage2_R_115_16_scaffold_6249_7	Sage2_R_115_16_scaffold_6249_10	Sage2_R_115_16_scaffold_6249_7,Sage2_R_115_16_scaffold_6249_8,Sage2_R_115_16_scaffold_6249_9,Sage2_R_115_16_scaffold_6249_10	4	Type_I_REases,Type_I_REases,Type_I_S,Type_I_MTases
Sage2_R_20_16_scaffold_179_RM_Type_II_369	RM	RM_Type_II	Sage2_R_20_16_scaffold_179_12	Sage2_R_20_16_scaffold_179_13	Sage2_R_20_16_scaffold_179_12,Sage2_R_20_16_scaffold_179_13	2	Type_II_REases,Type_II_MTases
Sage2_R_20_16_scaffold_28204_RM_Type_II_370	RM	RM_Type_II	Sage2_R_20_16_scaffold_28204_2	Sage2_R_20_16_scaffold_28204_5	Sage2_R_20_16_scaffold_28204_2,Sage2_R_20_16_scaffold_28204_5	2	Type_II_REases,Type_II_MTases
Sage2_R_60_16_scaffold_100314_RM_Type_II_371	RM	RM_Type_II	Sage2_R_60_16_scaffold_100314_1	Sage2_R_60_16_scaffold_100314_2	Sage2_R_60_16_scaffold_100314_1,Sage2_R_60_16_scaffold_100314_2	2	Type_II_REases,Type_II_MTases
Sage2_R_60_16_scaffold_108_RM_Type_II_372	RM	RM_Type_II	Sage2_R_60_16_scaffold_108_7	Sage2_R_60_16_scaffold_108_8	Sage2_R_60_16_scaffold_108_7,Sage2_R_60_16_scaffold_108_8	2	Type_II_MTases,Type_II_REases
Sage2_R_60_16_scaffold_108_RM_Type_II_373	RM	RM_Type_II	Sage2_R_60_16_scaffold_108_38	Sage2_R_60_16_scaffold_108_39	Sage2_R_60_16_scaffold_108_38,Sage2_R_60_16_scaffold_108_39	2	Type_II_REases,Type_II_MTases
Sage2_R_60_16_scaffold_1313_RM_Type_IIG_258	RM	RM_Type_IIG	Sage2_R_60_16_scaffold_1313_8	Sage2_R_60_16_scaffold_1313_8	Sage2_R_60_16_scaffold_1313_8	1	Type_IIG
Sage2_R_60_16_scaffold_165_RM_Type_II_374	RM	RM_Type_II	Sage2_R_60_16_scaffold_165_23	Sage2_R_60_16_scaffold_165_24	Sage2_R_60_16_scaffold_165_23,Sage2_R_60_16_scaffold_165_24	2	Type_II_MTases,Type_II_REases
Sage2_R_60_16_scaffold_1930_RM_Type_IV_445	RM	RM_Type_IV	Sage2_R_60_16_scaffold_1930_13	Sage2_R_60_16_scaffold_1930_13	Sage2_R_60_16_scaffold_1930_13	1	Type_IV_REases
Sage2_R_60_16_scaffold_1994_RM_Type_I_96	RM	RM_Type_I	Sage2_R_60_16_scaffold_1994_5	Sage2_R_60_16_scaffold_1994_8	Sage2_R_60_16_scaffold_1994_5,Sage2_R_60_16_scaffold_1994_7,Sage2_R_60_16_scaffold_1994_8	3	Type_I_MTases,Type_I_S,Type_I_REases
Sage2_R_60_16_scaffold_2036_RM_Type_III_125	RM	RM_Type_III	Sage2_R_60_16_scaffold_2036_3	Sage2_R_60_16_scaffold_2036_5	Sage2_R_60_16_scaffold_2036_3,Sage2_R_60_16_scaffold_2036_5	2	Type_III_REases,Type_III_MTases
Sage2_R_60_16_scaffold_2613_RM_Type_IIG_259	RM	RM_Type_IIG	Sage2_R_60_16_scaffold_2613_9	Sage2_R_60_16_scaffold_2613_9	Sage2_R_60_16_scaffold_2613_9	1	Type_IIG
Sage2_R_60_16_scaffold_30071_RM_Type_II_375	RM	RM_Type_II	Sage2_R_60_16_scaffold_30071_6	Sage2_R_60_16_scaffold_30071_10	Sage2_R_60_16_scaffold_30071_6,Sage2_R_60_16_scaffold_30071_10	2	Type_II_REases,Type_II_MTases
Sage2_R_60_16_scaffold_4028_RM_Type_IIG_260	RM	RM_Type_IIG	Sage2_R_60_16_scaffold_4028_3	Sage2_R_60_16_scaffold_4028_3	Sage2_R_60_16_scaffold_4028_3	1	Type_IIG
Sage2_R_60_16_scaffold_42_RM_Type_II_376	RM	RM_Type_II	Sage2_R_60_16_scaffold_42_74	Sage2_R_60_16_scaffold_42_75	Sage2_R_60_16_scaffold_42_74,Sage2_R_60_16_scaffold_42_75	2	Type_II_REases,Type_II_MTases
Sage2_R_60_16_scaffold_509_RM_Type_IIG_98	RM	RM_Type_IIG	Sage2_R_60_16_scaffold_509_8	Sage2_R_60_16_scaffold_509_8	Sage2_R_60_16_scaffold_509_8	1	Type_IIG
Sage2_R_60_16_scaffold_509_RM_Type_I_97	RM	RM_Type_I	Sage2_R_60_16_scaffold_509_10	Sage2_R_60_16_scaffold_509_15	Sage2_R_60_16_scaffold_509_10,Sage2_R_60_16_scaffold_509_14,Sage2_R_60_16_scaffold_509_15	3	Type_I_S,Type_I_MTases,Type_I_REases
Sage2_R_60_16_scaffold_5355_RM_Type_IIG_261	RM	RM_Type_IIG	Sage2_R_60_16_scaffold_5355_6	Sage2_R_60_16_scaffold_5355_6	Sage2_R_60_16_scaffold_5355_6	1	Type_IIG
Sage2_R_60_16_scaffold_6749_RM_Type_II_377	RM	RM_Type_II	Sage2_R_60_16_scaffold_6749_10	Sage2_R_60_16_scaffold_6749_11	Sage2_R_60_16_scaffold_6749_10,Sage2_R_60_16_scaffold_6749_11	2	Type_II_MTases,Type_II_REases
Sage2_R_60_16_scaffold_678_RM_Type_IIG_262	RM	RM_Type_IIG	Sage2_R_60_16_scaffold_678_6	Sage2_R_60_16_scaffold_678_6	Sage2_R_60_16_scaffold_678_6	1	Type_IIG
Sage2_R_60_16_scaffold_731_RM_Type_I_99	RM	RM_Type_I	Sage2_R_60_16_scaffold_731_29	Sage2_R_60_16_scaffold_731_39	Sage2_R_60_16_scaffold_731_29,Sage2_R_60_16_scaffold_731_34,Sage2_R_60_16_scaffold_731_39	3	Type_I_MTases,Type_I_S,Type_I_REases
Sage2_R_60_16_scaffold_77446_RM_Type_II_378	RM	RM_Type_II	Sage2_R_60_16_scaffold_77446_1	Sage2_R_60_16_scaffold_77446_2	Sage2_R_60_16_scaffold_77446_1,Sage2_R_60_16_scaffold_77446_2	2	Type_II_REases,Type_II_MTases
Sage2_R_60_16_scaffold_8929_RM_Type_IV_446	RM	RM_Type_IV	Sage2_R_60_16_scaffold_8929_7	Sage2_R_60_16_scaffold_8929_7	Sage2_R_60_16_scaffold_8929_7	1	Type_IV_REases
Sage2_R_60_16_scaffold_905_RM_Type_IIG_263	RM	RM_Type_IIG	Sage2_R_60_16_scaffold_905_23	Sage2_R_60_16_scaffold_905_23	Sage2_R_60_16_scaffold_905_23	1	Type_IIG
Sage2_R_60_16_scaffold_92_RM_Type_II_379	RM	RM_Type_II	Sage2_R_60_16_scaffold_92_71	Sage2_R_60_16_scaffold_92_72	Sage2_R_60_16_scaffold_92_71,Sage2_R_60_16_scaffold_92_72	2	Type_II_REases,Type_II_MTases
Sage2_R_60_16_scaffold_9287_RM_Type_IIG_264	RM	RM_Type_IIG	Sage2_R_60_16_scaffold_9287_4	Sage2_R_60_16_scaffold_9287_4	Sage2_R_60_16_scaffold_9287_4	1	Type_IIG
Sage2_R_60_16_scaffold_980_RM_Type_IIG_265	RM	RM_Type_IIG	Sage2_R_60_16_scaffold_980_15	Sage2_R_60_16_scaffold_980_15	Sage2_R_60_16_scaffold_980_15	1	Type_IIG
Sage2_R_80_16_scaffold_1837_RM_Type_II_380	RM	RM_Type_II	Sage2_R_80_16_scaffold_1837_19	Sage2_R_80_16_scaffold_1837_20	Sage2_R_80_16_scaffold_1837_19,Sage2_R_80_16_scaffold_1837_20	2	Type_II_MTases,Type_II_REases
Sage2_R_80_16_scaffold_19551_RM_Type_IIG_266	RM	RM_Type_IIG	Sage2_R_80_16_scaffold_19551_8	Sage2_R_80_16_scaffold_19551_8	Sage2_R_80_16_scaffold_19551_8	1	Type_IIG
Sage2_R_80_16_scaffold_29947_RM_Type_II_381	RM	RM_Type_II	Sage2_R_80_16_scaffold_29947_3	Sage2_R_80_16_scaffold_29947_4	Sage2_R_80_16_scaffold_29947_3,Sage2_R_80_16_scaffold_29947_4	2	Type_II_REases,Type_II_MTases
Sage2_R_80_16_scaffold_353_RM_Type_II_382	RM	RM_Type_II	Sage2_R_80_16_scaffold_353_3	Sage2_R_80_16_scaffold_353_5	Sage2_R_80_16_scaffold_353_3,Sage2_R_80_16_scaffold_353_4,Sage2_R_80_16_scaffold_353_5	3	Type_II_REases,Type_II_MTases,Type_II_MTases
Sage2_R_80_16_scaffold_3903_RM_Type_I_100	RM	RM_Type_I	Sage2_R_80_16_scaffold_3903_7	Sage2_R_80_16_scaffold_3903_10	Sage2_R_80_16_scaffold_3903_7,Sage2_R_80_16_scaffold_3903_9,Sage2_R_80_16_scaffold_3903_10	3	Type_I_REases,Type_I_S,Type_I_MTases
Sage2_R_80_16_scaffold_5_RM_Type_I_101	RM	RM_Type_I	Sage2_R_80_16_scaffold_5_270	Sage2_R_80_16_scaffold_5_275	Sage2_R_80_16_scaffold_5_270,Sage2_R_80_16_scaffold_5_271,Sage2_R_80_16_scaffold_5_273,Sage2_R_80_16_scaffold_5_275	4	Type_I_S,Type_I_MTases,Type_I_S,Type_I_REases
Sage2_R_80_16_scaffold_5405_RM_Type_IIG_267	RM	RM_Type_IIG	Sage2_R_80_16_scaffold_5405_8	Sage2_R_80_16_scaffold_5405_8	Sage2_R_80_16_scaffold_5405_8	1	Type_IIG
Sage2_R_80_16_scaffold_6097_RM_Type_IIG_268	RM	RM_Type_IIG	Sage2_R_80_16_scaffold_6097_7	Sage2_R_80_16_scaffold_6097_7	Sage2_R_80_16_scaffold_6097_7	1	Type_IIG
Sage2_R_80_16_scaffold_7_RM_Type_IV_447	RM	RM_Type_IV	Sage2_R_80_16_scaffold_7_285	Sage2_R_80_16_scaffold_7_285	Sage2_R_80_16_scaffold_7_285	1	Type_IV_REases
Sage2_R_80_16_scaffold_713_RM_Type_II_383	RM	RM_Type_II	Sage2_R_80_16_scaffold_713_56	Sage2_R_80_16_scaffold_713_58	Sage2_R_80_16_scaffold_713_56,Sage2_R_80_16_scaffold_713_58	2	Type_II_MTases,Type_II_REases
Sage2_R_80_16_scaffold_8_RM_Type_I_102	RM	RM_Type_I	Sage2_R_80_16_scaffold_8_206	Sage2_R_80_16_scaffold_8_208	Sage2_R_80_16_scaffold_8_206,Sage2_R_80_16_scaffold_8_207,Sage2_R_80_16_scaffold_8_208	3	Type_I_REases,Type_I_S,Type_I_MTases
Sage1_L_100_16_scaffold_14374_Nhi_91	Nhi	Nhi	Sage1_L_100_16_scaffold_14374_8	Sage1_L_100_16_scaffold_14374_8	Sage1_L_100_16_scaffold_14374_8	1	Nhi_2
Sage1_L_100_16_scaffold_147_Kiwa_119	Kiwa	Kiwa	Sage1_L_100_16_scaffold_147_158	Sage1_L_100_16_scaffold_147_159	Sage1_L_100_16_scaffold_147_158,Sage1_L_100_16_scaffold_147_159	2	KwaA,KwaB
Sage1_L_100_16_scaffold_7085_Shedu_77	Shedu	Shedu	Sage1_L_100_16_scaffold_7085_3	Sage1_L_100_16_scaffold_7085_3	Sage1_L_100_16_scaffold_7085_3	1	SduA
