TARGET	PFAM	LOCUS	E-VAL	SCORE	BIAS	DESCRIPTION
Phage_integrase	PF00589.22	SAGEDEP_126585	1.20E-11	35.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_126640	9.50E-30	94.5	0.8	Phage integrase family
DDE_Tnp_1	PF01609.21	SAGEDEP_126650	1.70E-12	38.3	0	Transposase DDE domain
DDE_3	PF13358.6	SAGEDEP_126684	4.10E-13	40.2	0	DDE superfamily endonuclease
Phage_integrase	PF00589.22	SAGEDEP_126821	3.90E-32	102.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_126868	3.20E-30	96.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_126874	3.60E-19	60.1	0.2	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_126875	1.00E-30	97.7	0.1	Phage integrase family
DDE_Tnp_ISL3	PF01610.17	SAGEDEP_126876	1.50E-08	25.6	0	Transposase
Phage_integrase	PF00589.22	SAGEDEP_126902	7.80E-22	68.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_126945	2.90E-19	60.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_127079	2.70E-39	125.6	0	Phage integrase family
rve	PF00665.26	SAGEDEP_127121	1.40E-11	35.6	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_127131	1.60E-17	54.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_127145	1.20E-27	87.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_127226	4.40E-20	63.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_127266	4.30E-12	37.1	0.2	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_004011	2.10E-22	70.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_004021	1.40E-26	84.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_005738	2.30E-20	64	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_005750	7.90E-29	91.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_006121	6.40E-24	75.6	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_007053	2.60E-28	89.9	0.6	Phage integrase family
rve	PF00665.26	SAGEDEP_008437	1.90E-15	48.1	0.1	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_008631	1.30E-19	61.5	0	Phage integrase family
DDE_Tnp_1	PF01609.21	SAGEDEP_008935	9.90E-12	35.8	0.4	Transposase DDE domain
DDE_Tnp_1_6	PF13751.6	SAGEDEP_008935	4.40E-10	30.8	0.2	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_009219	8.80E-31	97.9	0	Phage integrase family
rve	PF00665.26	SAGEDEP_017279	8.10E-22	68.6	0	Integrase core domain
rve	PF00665.26	SAGEDEP_018779	1.60E-15	48.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_019488	8.90E-17	52.4	0.2	Integrase core domain
rve	PF00665.26	SAGEDEP_020061	2.00E-17	54.4	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020823	2.00E-13	41.5	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020982	6.90E-12	36.6	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020990	1.40E-15	48.6	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_021238	2.00E-24	77.2	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_025876	3.60E-24	76.4	0	Phage integrase family
rve	PF00665.26	SAGEDEP_027247	8.90E-20	62.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_028281	1.30E-14	45.4	0.5	Integrase core domain
rve	PF00665.26	SAGEDEP_028376	2.60E-12	38	0	Integrase core domain
Resolvase	PF00239.21	SAGEDEP_030516	7.30E-33	104.7	1.6	"Resolvase, N terminal domain"
rve	PF00665.26	SAGEDEP_034926	2.10E-15	47.9	0	Integrase core domain
rve	PF00665.26	SAGEDEP_036525	2.30E-14	44.6	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_039836	9.40E-18	55.5	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_041339	9.50E-29	91.3	0.8	"Resolvase, N terminal domain"
Resolvase	PF00239.21	SAGEDEP_041354	5.80E-21	66.1	1.3	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_041354	1.50E-16	51.7	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_041628	6.40E-17	52.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_041661	1.20E-17	55.1	0	Phage integrase family
DDE_Tnp_Tn3	PF01526.17	SAGEDEP_041688	9.30E-129	420.4	0	Tn3 transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_041690	3.80E-32	102.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_042415	2.30E-23	73.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_042794	5.10E-31	98.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_042916	2.30E-24	77	0	Phage integrase family
rve	PF00665.26	SAGEDEP_043542	1.30E-15	48.7	0	Integrase core domain
Resolvase	PF00239.21	SAGEDEP_045088	1.30E-37	120.1	0.5	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_045088	2.10E-13	41.6	0.1	Recombinase
rve	PF00665.26	SAGEDEP_045878	4.70E-14	43.6	0	Integrase core domain
rve	PF00665.26	SAGEDEP_045891	5.20E-12	37	0	Integrase core domain
rve	PF00665.26	SAGEDEP_045899	3.50E-15	47.2	0	Integrase core domain
rve	PF00665.26	SAGEDEP_046852	1.70E-12	38.6	0	Integrase core domain
rve	PF00665.26	SAGEDEP_046855	3.40E-15	47.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_046868	1.70E-12	38.6	0	Integrase core domain
rve	PF00665.26	SAGEDEP_046875	5.30E-15	46.6	0	Integrase core domain
rve	PF00665.26	SAGEDEP_046891	4.10E-16	50.2	0	Integrase core domain
rve	PF00665.26	SAGEDEP_046895	2.30E-14	44.6	0	Integrase core domain
rve	PF00665.26	SAGEDEP_046903	1.50E-14	45.2	0	Integrase core domain
rve	PF00665.26	SAGEDEP_046922	2.10E-14	44.7	0	Integrase core domain
rve	PF00665.26	SAGEDEP_046927	3.60E-15	47.2	0	Integrase core domain
rve	PF00665.26	SAGEDEP_046935	2.80E-14	44.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_047629	3.90E-16	50.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_047637	1.70E-14	45	0	Integrase core domain
rve	PF00665.26	SAGEDEP_047644	2.70E-13	41.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_047650	1.50E-15	48.4	0	Integrase core domain
rve	PF00665.26	SAGEDEP_047652	3.40E-15	47.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_047672	1.20E-14	45.5	0	Integrase core domain
rve	PF00665.26	SAGEDEP_047677	5.60E-13	40.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_048696	2.60E-14	44.4	0	Integrase core domain
rve	PF00665.26	SAGEDEP_048698	2.60E-14	44.4	0	Integrase core domain
rve	PF00665.26	SAGEDEP_048703	2.90E-15	47.5	0	Integrase core domain
rve	PF00665.26	SAGEDEP_048715	1.30E-10	32.5	0	Integrase core domain
rve	PF00665.26	SAGEDEP_048722	9.80E-14	42.6	0	Integrase core domain
rve	PF00665.26	SAGEDEP_048729	1.70E-16	51.4	0	Integrase core domain
rve	PF00665.26	SAGEDEP_048750	1.30E-10	32.5	0	Integrase core domain
rve	PF00665.26	SAGEDEP_048771	8.20E-16	49.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_048779	8.50E-11	33.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_048805	1.20E-13	42.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_048813	1.80E-12	38.5	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_048907	1.40E-24	77.7	0	Phage integrase family
rve	PF00665.26	SAGEDEP_050013	8.00E-15	46.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_050066	7.10E-15	46.2	0	Integrase core domain
rve	PF00665.26	SAGEDEP_050072	3.30E-14	44.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_050091	6.60E-15	46.4	0	Integrase core domain
rve	PF00665.26	SAGEDEP_050103	1.60E-14	45.1	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_050434	2.20E-36	116.2	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_050700	2.90E-20	63.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_050702	6.80E-30	95	0	Phage integrase family
rve	PF00665.26	SAGEDEP_051133	4.60E-16	50.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_051138	2.80E-14	44.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_051170	2.10E-16	51.2	0.1	Integrase core domain
rve	PF00665.26	SAGEDEP_051690	4.10E-14	43.8	0	Integrase core domain
rve	PF00665.26	SAGEDEP_051713	6.90E-16	49.5	0	Integrase core domain
rve	PF00665.26	SAGEDEP_051720	2.20E-12	38.2	0	Integrase core domain
rve	PF00665.26	SAGEDEP_052262	1.20E-14	45.6	0	Integrase core domain
rve	PF00665.26	SAGEDEP_052989	4.60E-14	43.6	0	Integrase core domain
rve	PF00665.26	SAGEDEP_058037	1.70E-17	54.7	0.1	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_059257	6.70E-27	85.3	0.7	Phage integrase family
rve	PF00665.26	SAGEDEP_060360	1.00E-15	48.9	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_066909	7.00E-32	101.5	1.8	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_067104	1.00E-17	55.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_067833	1.30E-33	107.2	0	Phage integrase family
rve	PF00665.26	SAGEDEP_068199	3.60E-24	76.2	0	Integrase core domain
rve	PF00665.26	SAGEDEP_068233	1.30E-12	39	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_068418	3.80E-26	82.8	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_068423	1.20E-15	48.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_073040	1.20E-30	97.5	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_073116	1.30E-24	77.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_075187	5.50E-27	85.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_075859	4.20E-26	82.7	0.3	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_075871	4.00E-39	125.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_077274	9.00E-18	55.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_078881	1.10E-18	58.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_079006	7.80E-19	59	0.1	Phage integrase family
rve	PF00665.26	SAGEDEP_079301	1.40E-20	64.6	0	Integrase core domain
rve	PF00665.26	SAGEDEP_080602	1.20E-24	77.8	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_082421	2.10E-35	112.9	0.8	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_082436	1.10E-17	55.3	0	Phage integrase family
rve	PF00665.26	SAGEDEP_082648	2.50E-12	38.1	0.2	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_088621	1.30E-27	87.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_088888	1.30E-21	68	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_089818	1.80E-20	64.3	0	Phage integrase family
rve	PF00665.26	SAGEDEP_094525	2.60E-13	41.2	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_094990	3.90E-20	63.2	0	Phage integrase family
DDE_Tnp_ISL3	PF01610.17	SAGEDEP_096753	1.80E-55	179.2	0	Transposase
Phage_integrase	PF00589.22	SAGEDEP_096816	9.80E-21	65.2	0.1	Phage integrase family
rve	PF00665.26	SAGEDEP_102973	2.20E-23	73.7	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_107748	1.00E-13	42.4	0.1	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_109307	6.00E-42	134.1	1.2	"Resolvase, N terminal domain"
Resolvase	PF00239.21	SAGEDEP_110081	2.20E-46	148.5	0.4	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_110274	7.30E-24	75.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_110326	6.50E-19	59.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_110339	6.70E-26	82	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_111148	1.30E-28	90.9	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_111195	2.20E-24	77.1	0.2	Phage integrase family
rve	PF00665.26	SAGEDEP_114036	8.10E-25	78.3	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_117513	7.90E-26	81.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_117584	1.30E-22	71.3	0	Phage integrase family
rve	PF00665.26	SAGEDEP_117794	2.00E-19	60.9	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_118477	3.60E-18	56.9	0.2	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_120492	2.60E-23	73.7	0	"Resolvase, N terminal domain"
rve	PF00665.26	SAGEDEP_128363	1.10E-14	45.6	0	Integrase core domain
rve	PF00665.26	SAGEDEP_128836	2.10E-22	70.5	0	Integrase core domain
Resolvase	PF00239.21	SAGEDEP_135525	3.40E-21	66.8	0.6	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_135525	3.40E-12	37.7	0	Recombinase
rve	PF00665.26	SAGEDEP_137760	4.80E-26	82.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_140712	9.10E-19	58.8	0	Integrase core domain
rve	PF00665.26	SAGEDEP_142515	3.10E-15	47.4	0	Integrase core domain
rve	PF00665.26	SAGEDEP_142523	5.40E-16	49.8	0	Integrase core domain
rve	PF00665.26	SAGEDEP_142526	4.80E-21	66.2	0	Integrase core domain
Resolvase	PF00239.21	SAGEDEP_143203	5.80E-21	66.1	2.2	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_143203	3.20E-14	44.2	0	Recombinase
Resolvase	PF00239.21	SAGEDEP_144515	4.60E-13	40.5	0	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_144531	4.60E-14	43.7	0	Recombinase
Resolvase	PF00239.21	SAGEDEP_144583	4.70E-28	89.1	0.1	"Resolvase, N terminal domain"
rve	PF00665.26	SAGEDEP_152091	1.20E-12	39.1	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_000055	1.50E-10	32.1	0.1	Phage integrase family
rve	PF00665.26	SAGEDEP_000059	3.70E-24	76.2	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_000136	6.60E-10	30	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_000137	4.60E-14	43.5	0	Phage integrase family
DDE_Tnp_ISL3	PF01610.17	SAGEDEP_000235	3.70E-63	204.3	2.4	Transposase
Resolvase	PF00239.21	SAGEDEP_000307	2.40E-37	119.2	2.1	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_000333	7.20E-22	68.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_000339	5.10E-29	92.2	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_000347	2.30E-37	119.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_000419	3.70E-14	43.8	0.2	Phage integrase family
DDE_2	PF02914.15	SAGEDEP_000528	3.10E-31	99.7	0	Bacteriophage Mu transposase
Phage_integrase	PF00589.22	SAGEDEP_000554	8.30E-15	45.9	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_000583	4.20E-22	69.7	0.1	Phage integrase family
rve	PF00665.26	SAGEDEP_000586	2.10E-30	96.4	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_000625	1.10E-29	94.3	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_000691	7.70E-15	46	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_000715	1.80E-37	119.6	1.5	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_000715	8.60E-23	71.7	2.3	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_000815	2.40E-27	86.7	0	Phage integrase family
rve	PF00665.26	SAGEDEP_000834	5.60E-14	43.3	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_000943	1.10E-32	104.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_001069	1.30E-27	87.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_001124	2.10E-19	60.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_001214	1.20E-21	68.2	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_030777	9.70E-21	65.2	0	Phage integrase family
rve	PF00665.26	SAGEDEP_031189	1.40E-11	35.6	0	Integrase core domain
rve	PF00665.26	SAGEDEP_031192	1.20E-10	32.6	0	Integrase core domain
rve	PF00665.26	SAGEDEP_031224	1.00E-14	45.8	0	Integrase core domain
rve	PF00665.26	SAGEDEP_031243	8.40E-16	49.2	0	Integrase core domain
rve	PF00665.26	SAGEDEP_031272	2.30E-12	38.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_031283	9.10E-16	49.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_031292	1.60E-15	48.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_031323	4.90E-13	40.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_031330	5.10E-13	40.2	0	Integrase core domain
rve	PF00665.26	SAGEDEP_031341	1.70E-12	38.6	0	Integrase core domain
rve	PF00665.26	SAGEDEP_031360	1.70E-13	41.8	0.1	Integrase core domain
DDE_Tnp_1_4	PF13701.6	SAGEDEP_031372	2.10E-15	46.8	0.8	Transposase DDE domain group 1
Phage_integrase	PF00589.22	SAGEDEP_031376	3.70E-14	43.8	0	Phage integrase family
rve	PF00665.26	SAGEDEP_031380	6.80E-19	59.2	0.3	Integrase core domain
Recombinase	PF07508.13	SAGEDEP_031421	1.60E-10	32.3	0	Recombinase
DDE_Tnp_1	PF01609.21	SAGEDEP_031460	5.00E-16	49.9	0	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_031536	4.30E-24	76.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_031546	6.20E-13	39.8	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_031621	5.60E-18	56.2	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_031669	4.70E-21	66.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_031688	1.20E-32	104	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_031730	2.30E-40	129.1	1.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_031886	1.80E-10	31.8	0	Phage integrase family
DDE_Tnp_1	PF01609.21	SAGEDEP_032049	4.20E-08	24	0.1	Transposase DDE domain
DDE_Tnp_1	PF01609.21	SAGEDEP_032050	5.90E-08	23.5	0	Transposase DDE domain
DDE_Tnp_1_assoc	PF13808.6	SAGEDEP_032051	2.00E-10	31.6	0	DDE_Tnp_1-associated
DDE_3	PF13358.6	SAGEDEP_032110	3.30E-18	56.8	0	DDE superfamily endonuclease
Phage_integrase	PF00589.22	SAGEDEP_032158	1.20E-15	48.6	0	Phage integrase family
rve	PF00665.26	SAGEDEP_032168	3.90E-13	40.6	0.1	Integrase core domain
rve	PF00665.26	SAGEDEP_032185	7.00E-28	88.2	0	Integrase core domain
DDE_Tnp_ISAZ013	PF07592.11	SAGEDEP_032222	1.10E-132	432.6	0	Rhodopirellula transposase DDE domain
DDE_Tnp_ISAZ013	PF07592.11	SAGEDEP_032224	7.90E-12	35.6	0	Rhodopirellula transposase DDE domain
DDE_3	PF13358.6	SAGEDEP_032225	4.20E-24	75.9	0	DDE superfamily endonuclease
DDE_Tnp_1_6	PF13751.6	SAGEDEP_032258	9.40E-24	75	1.4	Transposase DDE domain
DDE_Tnp_1	PF01609.21	SAGEDEP_032258	1.70E-10	31.8	0.1	Transposase DDE domain
rve	PF00665.26	SAGEDEP_032292	1.40E-12	38.9	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_032301	5.70E-25	79	1	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_032303	5.00E-31	98.7	2.2	"Resolvase, N terminal domain"
DDE_Tnp_1	PF01609.21	SAGEDEP_032305	8.30E-17	52.4	0.1	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_032561	6.20E-43	137.5	0	Phage integrase family
rve	PF00665.26	SAGEDEP_032733	1.30E-11	35.7	0	Integrase core domain
rve	PF00665.26	SAGEDEP_032746	3.40E-13	40.8	0	Integrase core domain
rve	PF00665.26	SAGEDEP_032780	5.30E-16	49.9	0	Integrase core domain
rve	PF00665.26	SAGEDEP_032804	6.90E-14	43.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_032819	8.00E-14	42.8	0	Integrase core domain
rve	PF00665.26	SAGEDEP_032824	1.00E-13	42.5	0	Integrase core domain
rve	PF00665.26	SAGEDEP_032830	2.80E-13	41.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_032882	2.70E-16	50.8	0	Integrase core domain
DDE_Tnp_1	PF01609.21	SAGEDEP_032920	6.80E-09	26.6	0	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_032922	6.20E-18	56.1	0	Phage integrase family
DDE_Tnp_1	PF01609.21	SAGEDEP_032931	3.50E-10	30.8	0	Transposase DDE domain
Recombinase	PF07508.13	SAGEDEP_032936	1.50E-14	45.3	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_032946	6.20E-13	39.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_032994	4.80E-11	33.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_033071	1.40E-17	54.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_033106	3.80E-18	56.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_033122	1.90E-29	93.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_033123	4.90E-37	118.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_033124	3.50E-25	79.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_033125	3.90E-29	92.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_033126	2.40E-18	57.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_033127	4.50E-29	92.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_033266	2.40E-15	47.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_033540	2.70E-21	67	0	Phage integrase family
rve	PF00665.26	SAGEDEP_033555	8.10E-11	33.2	0	Integrase core domain
rve	PF00665.26	SAGEDEP_033576	2.20E-13	41.4	0	Integrase core domain
rve	PF00665.26	SAGEDEP_033585	3.00E-14	44.2	0	Integrase core domain
rve	PF00665.26	SAGEDEP_033598	2.80E-14	44.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_033637	3.80E-15	47.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_033688	2.50E-13	41.2	0	Integrase core domain
rve	PF00665.26	SAGEDEP_033694	7.10E-13	39.8	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_033758	1.20E-26	84.4	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_033820	2.90E-18	57.3	3.1	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_033820	3.00E-12	37.9	0	Recombinase
DDE_Tnp_ISAZ013	PF07592.11	SAGEDEP_033829	1.10E-76	248.6	0	Rhodopirellula transposase DDE domain
Resolvase	PF00239.21	SAGEDEP_033836	1.90E-43	139	0.3	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_033836	2.60E-16	50.9	0	Recombinase
Resolvase	PF00239.21	SAGEDEP_033854	2.00E-32	103.3	0.6	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_033854	4.40E-08	24.5	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_033899	2.10E-44	142.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_033903	1.10E-17	55.3	0	Phage integrase family
DDE_Tnp_1_3	PF13612.6	SAGEDEP_033938	2.60E-25	80.2	0	Transposase DDE domain
DDE_Tnp_1	PF01609.21	SAGEDEP_033938	2.50E-17	54.1	0.6	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_034032	1.20E-13	42.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_034047	1.00E-21	68.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_034083	4.60E-19	59.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_034648	7.80E-42	133.9	0	Phage integrase family
rve	PF00665.26	SAGEDEP_034757	3.70E-16	50.4	0	Integrase core domain
Resolvase	PF00239.21	SAGEDEP_034781	1.90E-48	155.2	0.3	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_034786	2.10E-22	70.5	0.9	Recombinase
Resolvase	PF00239.21	SAGEDEP_034786	3.30E-11	34.4	0.6	"Resolvase, N terminal domain"
rve	PF00665.26	SAGEDEP_034805	2.50E-15	47.7	0	Integrase core domain
rve	PF00665.26	SAGEDEP_034815	2.60E-15	47.7	0	Integrase core domain
rve	PF00665.26	SAGEDEP_034820	2.30E-12	38.1	0.1	Integrase core domain
rve	PF00665.26	SAGEDEP_034840	3.60E-16	50.4	0	Integrase core domain
