Genome,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score
MH051250,preVC_1893,Clustered,VC_1893_0,31,0.7893,1,4.741018153,0.7893,1
MH051251,preVC_106,Clustered,VC_106_16,30,0.1684,1,7.74946127,0.1684,0.8759
MH051252,preVC_13,Clustered,VC_13_7,32,0.4325,1,6.3649727,0.4325,1
MH051253,preVC_21,Clustered,VC_21_0,36,0.9196,1,4.576017294,0.9196,1
MH051254,preVC_1893,Clustered,VC_1893_0,31,0.7893,1,4.741018153,0.7893,1
MH051255,preVC_37,Clustered,VC_37_0,17,0.6116,1,4.949499135,0.6116,1
MH051256,preVC_1893,Clustered,VC_1893_0,31,0.7893,1,4.741018153,0.7893,1
MH051257,preVC_153,Clustered/Singleton,VC_153_61,1,0,1,0,0,1
MH051258,preVC_38,Clustered,VC_38_0,16,0.776,1,3.030168942,0.776,1
MH051259,preVC_161,Clustered,VC_161_0,28,0.6612,1,4.386201018,0.6612,1
MH051260,preVC_178,Clustered,VC_178_48,2,0.0034,0.63280305,8.426149773,0.0022,1
MH051261,preVC_178,Clustered/Singleton,VC_178_14,1,0,1,0,0,1
MH051264,preVC_106,Clustered,VC_106_12,2,0.0036,0.95767388,8.602325267,0.0035,1
MH051265,preVC_1842,Clustered,VC_1842_0,36,0.9572,1,2.422103469,0.9572,1
MH051266,preVC_178,Clustered,VC_178_38,20,0.07,1,7.815933068,0.07,0.7632
MH051333,preVC_2012,Clustered,VC_2012_0,14,0.3033,1,5.867849773,0.3033,1
MH051334,preVC_1917,Clustered,VC_1917_0,27,0.6424,1,7.083253399,0.6424,1
MH051335,preVC_1859,Clustered,VC_1859_0,8,0.5538,1,3.65545331,0.5538,1
MH059632,preVC_2066,Clustered,VC_2066_0,5,0.2686,0.99999996,2.300552906,0.2686,1
MH059636,,Overlap (VC_77/VC_118),,,,,,,
MH059637,preVC_1885,Clustered,VC_1885_0,3,0.0248,0.99860177,6.72848474,0.0248,1
MH059639,,Overlap (VC_2014/VC_2032),,,,,,,
MH077576,preVC_13,Clustered,VC_13_7,32,0.4325,1,6.3649727,0.4325,1
MH077577,preVC_34,Clustered,VC_34_0,66,0.8149,1,5.463644873,0.8149,0.9841
MH077578,preVC_153,Clustered/Singleton,VC_153_58,1,0,1,0,0,1
MH077579,preVC_154,Clustered,VC_154_4,16,0.2519,0.9999998,7.461739702,0.2519,0.9417
MH077580,preVC_153,Clustered,VC_153_12,8,0.0626,1,8.260426026,0.0626,0.9643
MH077581,preVC_1866,Clustered,VC_1866_0,99,0.7752,1,5.955679154,0.7752,0.9998
MH077582,preVC_106,Clustered,VC_106_3,8,0.0248,1,7.751124686,0.0248,0.9286
MH077583,preVC_160,Clustered,VC_160_0,74,0.943,1,5.364094199,0.943,1
MH077584,preVC_1836,Clustered,VC_1836_0,49,0.8781,1,1.989448097,0.8781,1
MH077585,,Outlier,,,,,,,
MH102285,preVC_145,Clustered,VC_145_22,6,0.0628,1,7.43454057,0.0628,1
MH107118,preVC_187,Clustered,VC_187_0,15,0.7095,1,1.491380954,0.7095,1
MH115576,preVC_231,Clustered,VC_231_1,4,0.2591,0.99992402,7.66232935,0.2591,1
MH133207,preVC_244,Clustered,VC_244_2,2,0.1115,0.94823349,8.124038405,0.1057,1
MH136584,preVC_134,Clustered,VC_134_8,35,0.3856,1,6.155714737,0.3856,1
MH142219,preVC_1181,Clustered,VC_1181_0,2,0.4039,0.9515301,0,0.3843,1
MH142220,preVC_1181,Clustered,VC_1181_0,2,0.4039,0.9515301,0,0.3843,1
MH153799,preVC_327,Clustered,VC_327_0,4,0.5032,0.99997942,2.034371541,0.5032,1
MH153800,preVC_1103,Clustered,VC_1103_0,2,0.0491,0.95703275,4,0.047,1
MH153801,preVC_1103,Clustered/Singleton,VC_1103_1,1,0,1,0,0,1
MH153802,preVC_2136,Clustered,VC_2136_0,75,0.7687,1,6.228774074,0.7687,0.9989
MH153803,preVC_1986,Clustered,VC_1986_0,15,0.6999,1,5.531560962,0.6999,1
MH153804,,Outlier,,,,,,,
MH153805,preVC_2136,Clustered,VC_2136_0,75,0.7687,1,6.228774074,0.7687,0.9989
MH153806,preVC_2136,Clustered,VC_2136_0,75,0.7687,1,6.228774074,0.7687,0.9989
MH153807,,Overlap (VC_562/VC_565),,,,,,,
MH153808,preVC_1988,Clustered,VC_1988_0,37,0.923,1,6.82593214,0.923,0.997
MH153809,preVC_2000,Clustered,VC_2000_0,34,0.8141,1,5.540737935,0.8141,1
MH153810,preVC_175,Clustered,VC_175_0,7,0.1816,1,7.534936507,0.1816,0.619
MH153811,preVC_2136,Clustered,VC_2136_0,75,0.7687,1,6.228774074,0.7687,0.9989
MH153812,,Overlap (VC_562/VC_565),,,,,,,
MH153813,preVC_1986,Clustered,VC_1986_0,15,0.6999,1,5.531560962,0.6999,1
MH155864,preVC_160,Clustered,VC_160_0,74,0.943,1,5.364094199,0.943,1
MH155865,preVC_153,Clustered,VC_153_36,6,0.0506,1,7.735521034,0.0506,0.8667
MH155866,preVC_153,Clustered/Singleton,VC_153_25,1,0,1,0,0,1
MH155867,,Overlap (VC_169/VC_171),,,,,,,
MH155868,preVC_1063,Clustered,VC_1063_0,15,0.9028,1,4.094646794,0.9028,1
MH155869,,Overlap (VC_1103/VC_1105),,,,,,,
MH155871,preVC_153,Clustered,VC_153_36,6,0.0506,1,7.735521034,0.0506,0.8667
MH155872,,Overlap (VC_1103/VC_1105),,,,,,,
MH155873,preVC_1514,Clustered,VC_1514_0,25,0.8235,1,5.313503861,0.8235,1
MH155874,preVC_106,Clustered,VC_106_16,30,0.1684,1,7.74946127,0.1684,0.8759
MH155875,preVC_1866,Clustered,VC_1866_0,99,0.7752,1,5.955679154,0.7752,0.9998
MH155876,preVC_21,Clustered,VC_21_0,36,0.9196,1,4.576017294,0.9196,1
MH155877,preVC_1104,Clustered,VC_1104_0,30,0.823,1,5.583944049,0.823,0.8368
MH155878,,Overlap (VC_1103/VC_1105),,,,,,,
MH155879,preVC_1866,Clustered,VC_1866_0,99,0.7752,1,5.955679154,0.7752,0.9998
MH155880,preVC_1104,Clustered,VC_1104_0,30,0.823,1,5.583944049,0.823,0.8368
MH159197,preVC_134,Clustered,VC_134_4,9,0.058,1,5.931305798,0.058,0.9722
MH160392,preVC_1853,Clustered,VC_1853_2,8,0.1572,1,7.399278244,0.1572,0.7857
MH160766,preVC_2012,Clustered,VC_2012_0,14,0.3033,1,5.867849773,0.3033,1
MH160767,preVC_89,Clustered,VC_89_0,7,0.9959,0.99986634,7.545095865,0.9958,0.9048
MH165274,preVC_243,Clustered,VC_243_0,21,0.9052,1,6.254503543,0.9052,0.8857
MH171093,preVC_1900,Clustered,VC_1900_0,55,0.8779,1,6.175647016,0.8779,0.9865
MH171094,preVC_1900,Clustered,VC_1900_0,55,0.8779,1,6.175647016,0.8779,0.9865
MH171095,preVC_1900,Clustered,VC_1900_0,55,0.8779,1,6.175647016,0.8779,0.9865
MH171096,preVC_1900,Clustered,VC_1900_0,55,0.8779,1,6.175647016,0.8779,0.9865
MH171097,preVC_1900,Clustered,VC_1900_0,55,0.8779,1,6.175647016,0.8779,0.9865
MH171098,preVC_1900,Clustered,VC_1900_0,55,0.8779,1,6.175647016,0.8779,0.9865
MH172261,preVC_1884,Clustered,VC_1884_0,64,0.9602,1,5.667492649,0.9602,1
MH172262,preVC_1884,Clustered,VC_1884_0,64,0.9602,1,5.667492649,0.9602,1
MH172263,preVC_1884,Clustered,VC_1884_0,64,0.9602,1,5.667492649,0.9602,1
MH172264,preVC_1884,Clustered,VC_1884_0,64,0.9602,1,5.667492649,0.9602,1
MH178096,,Overlap (VC_26/VC_28),,,,,,,
MH178381,preVC_1253,Clustered,VC_1253_0,10,0.962,1,3.535021318,0.962,1
MH178382,preVC_1253,Clustered,VC_1253_0,10,0.962,1,3.535021318,0.962,1
MH179472,preVC_2037,Clustered,VC_2037_0,8,0.3257,1,4.417883833,0.3257,1
MH179473,preVC_2092,Clustered,VC_2092_0,20,0.9949,1,5.318920581,0.9949,1
MH179475,preVC_2037,Clustered,VC_2037_0,8,0.3257,1,4.417883833,0.3257,1
MH179478,preVC_2037,Clustered,VC_2037_0,8,0.3257,1,4.417883833,0.3257,1
MH181876,preVC_311,Clustered,VC_311_0,27,0.9925,1,3.141304781,0.9925,1
MH183162,preVC_1515,Clustered,VC_1515_1,2,0.0998,0.95570348,6.244997998,0.0953,1
MH191395,preVC_142,Clustered,VC_142_0,3,0.1473,0.99853443,2.211083194,0.147,1
MH203383,preVC_229,Clustered,VC_229_0,29,0.8189,1,5.54234333,0.8189,1
MH206183,preVC_2310,Clustered,VC_2310_0,5,1,1,2.301171671,1,1
MH206184,preVC_2310,Clustered,VC_2310_0,5,1,1,2.301171671,1,1
MH218848,preVC_2310,Clustered,VC_2310_0,5,1,1,2.301171671,1,1
MH220877,,Outlier,,,,,,,
MH221129,preVC_2011,Clustered,VC_2011_2,15,0.3502,0.99999742,3.954139273,0.3502,1
MH229862,preVC_1790,Clustered,VC_1790_0,8,0.9961,0.9999891,3.589939752,0.9961,1
MH229863,preVC_1790,Clustered,VC_1790_0,8,0.9961,0.9999891,3.589939752,0.9961,1
MH229864,preVC_1790,Clustered,VC_1790_0,8,0.9961,0.9999891,3.589939752,0.9961,1
MH229865,preVC_1790,Clustered,VC_1790_0,8,0.9961,0.9999891,3.589939752,0.9961,1
MH230177,preVC_1942,Clustered,VC_1942_0,14,0.6346,1,4.477280703,0.6346,1
MH230874,preVC_106,Clustered,VC_106_7,39,0.1272,1,8.438088808,0.1272,0.7652
MH230875,preVC_106,Clustered,VC_106_20,26,0.0952,1,8.229647356,0.0952,0.8308
MH230876,preVC_90,Clustered,VC_90_32,3,0.0098,0.9985674,8.27080458,0.0098,1
MH230877,preVC_1866,Clustered,VC_1866_0,99,0.7752,1,5.955679154,0.7752,0.9998
MH230878,preVC_90,Clustered,VC_90_18,4,0.0128,0.99990482,8.404749669,0.0128,0.6667
MH230879,,Outlier,,,,,,,
MH238466,,Outlier,,,,,,,
MH238467,,Singleton,,,,,,,
MH248069,preVC_2312,Clustered,VC_2312_0,6,0.8034,0.99999989,2.167499414,0.8034,1
MH248138,preVC_1921,Clustered,VC_1921_2,19,0.3828,1,7.020456145,0.3828,1
MH248947,preVC_1900,Clustered,VC_1900_0,55,0.8779,1,6.175647016,0.8779,0.9865
MH252123,preVC_2012,Clustered,VC_2012_0,14,0.3033,1,5.867849773,0.3033,1
MH252365,preVC_1807,Clustered,VC_1807_0,10,0.9579,1,6.187043727,0.9579,1
MH268168,preVC_2037,Clustered,VC_2037_0,8,0.3257,1,4.417883833,0.3257,1
MH271291,preVC_1966,Clustered,VC_1966_0,37,1,1,2.254148973,1,1
MH271292,preVC_570,Clustered,VC_570_0,17,0.9735,1,2.970518283,0.9735,1
MH271293,preVC_1966,Clustered,VC_1966_0,37,1,1,2.254148973,1,1
MH271294,preVC_1966,Clustered,VC_1966_0,37,1,1,2.254148973,1,1
MH271295,preVC_1987,Clustered,VC_1987_0,19,0.437,1,4.508424629,0.437,1
MH271296,preVC_1961,Clustered,VC_1961_0,6,0.4846,1,4.061577791,0.4846,1
MH271297,preVC_1966,Clustered,VC_1966_0,37,1,1,2.254148973,1,1
MH271298,preVC_2104,Clustered,VC_2104_0,7,0.2423,1,7.144919787,0.2423,1
MH271299,preVC_1966,Clustered,VC_1966_0,37,1,1,2.254148973,1,1
MH271300,preVC_2314,Clustered,VC_2314_1,11,0.6435,1,6.4185018,0.6435,1
MH271301,preVC_570,Clustered,VC_570_0,17,0.9735,1,2.970518283,0.9735,1
MH271302,preVC_569,Clustered,VC_569_0,31,0.8908,1,6.032667806,0.8908,1
MH271303,,Overlap (VC_1515/VC_1517),,,,,,,
MH271304,preVC_1514,Clustered,VC_1514_0,25,0.8235,1,5.313503861,0.8235,1
MH271305,preVC_2100,Clustered,VC_2100_0,6,0.8364,1,5.834396641,0.8364,1
MH271306,preVC_1966,Clustered,VC_1966_0,37,1,1,2.254148973,1,1
MH271307,preVC_2314,Clustered,VC_2314_1,11,0.6435,1,6.4185018,0.6435,1
MH271308,preVC_2104,Clustered,VC_2104_0,7,0.2423,1,7.144919787,0.2423,1
MH271309,preVC_1966,Clustered,VC_1966_0,37,1,1,2.254148973,1,1
MH271310,preVC_2314,Clustered,VC_2314_1,11,0.6435,1,6.4185018,0.6435,1
MH271311,preVC_1966,Clustered,VC_1966_0,37,1,1,2.254148973,1,1
MH271312,preVC_1514,Clustered,VC_1514_0,25,0.8235,1,5.313503861,0.8235,1
MH271313,preVC_491,Clustered,VC_491_0,8,0.5394,1,3.268542788,0.5394,1
MH271314,preVC_1966,Clustered,VC_1966_0,37,1,1,2.254148973,1,1
MH271315,preVC_1966,Clustered,VC_1966_0,37,1,1,2.254148973,1,1
MH271316,preVC_2314,Clustered,VC_2314_1,11,0.6435,1,6.4185018,0.6435,1
MH271317,preVC_2085,Clustered,VC_2085_0,3,0.9015,0.98964986,0,0.8922,1
MH271318,preVC_2100,Clustered,VC_2100_0,6,0.8364,1,5.834396641,0.8364,1
MH271319,preVC_1966,Clustered,VC_1966_0,37,1,1,2.254148973,1,1
MH271320,preVC_2104,Clustered,VC_2104_0,7,0.2423,1,7.144919787,0.2423,1
MH271321,preVC_1514,Clustered,VC_1514_0,25,0.8235,1,5.313503861,0.8235,1
MH285980,preVC_189,Clustered,VC_189_0,17,0.859,1,4.058665191,0.859,1
MH299806,preVC_2316,Clustered,VC_2316_0,5,1,0,3.238587814,0,1
MH310933,preVC_109,Clustered,VC_109_0,53,0.9858,1,6.057251514,0.9858,0.8672
MH310934,preVC_109,Clustered,VC_109_0,53,0.9858,1,6.057251514,0.9858,0.8672
MH310935,preVC_109,Clustered,VC_109_0,53,0.9858,1,6.057251514,0.9858,0.8672
MH310936,preVC_109,Clustered,VC_109_0,53,0.9858,1,6.057251514,0.9858,0.8672
MH316561,preVC_178,Clustered,VC_178_15,9,0.0284,0.9988296,8.406180936,0.0283,0.75
MH316562,preVC_489,Clustered,VC_489_0,20,0.817,1,2.332027872,0.817,1
MH316563,preVC_161,Clustered,VC_161_0,28,0.6612,1,4.386201018,0.6612,1
MH316564,preVC_153,Clustered,VC_153_32,7,0.0625,1,7.70844209,0.0625,0.8571
MH316565,preVC_1842,Clustered,VC_1842_0,36,0.9572,1,2.422103469,0.9572,1
MH316566,preVC_19,Clustered,VC_19_0,17,0.8738,1,4.193231685,0.8738,1
MH316567,preVC_178,Clustered,VC_178_38,20,0.07,1,7.815933068,0.07,0.7632
MH316568,preVC_106,Clustered,VC_106_16,30,0.1684,1,7.74946127,0.1684,0.8759
MH316569,preVC_1966,Clustered,VC_1966_0,37,1,1,2.254148973,1,1
MH316570,preVC_165,Clustered,VC_165_0,35,0.9114,1,5.725342486,0.9114,1
MH319720,preVC_1929,Clustered,VC_1929_0,6,0.1993,0.99913273,7.096854097,0.1991,1
MH319722,,Singleton,,,,,,,
MH319723,,Outlier,,,,,,,
MH319724,,Outlier,,,,,,,
MH319725,,Singleton,,,,,,,
MH319732,preVC_1930,Clustered/Singleton,VC_1930_0,1,0,1,0,0,1
MH319733,preVC_1929,Clustered,VC_1929_0,6,0.1993,0.99913273,7.096854097,0.1991,1
MH319734,preVC_2318,Clustered,VC_2318_0,5,0.4372,0.99993791,7.694520167,0.4372,1
MH319737,preVC_2317,Clustered,VC_2317_0,2,0.0517,0.57642175,5.196152423,0.0298,1
MH319738,,Outlier,,,,,,,
MH319741,preVC_1930,Clustered/Singleton,VC_1930_1,1,0,1,0,0,1
MH319742,preVC_1929,Clustered,VC_1929_0,6,0.1993,0.99913273,7.096854097,0.1991,1
MH319743,,Outlier,,,,,,,
MH319745,,Outlier,,,,,,,
MH319746,preVC_2317,Clustered,VC_2317_0,2,0.0517,0.57642175,5.196152423,0.0298,1
MH319749,,Overlap (VC_1143/VC_1931),,,,,,,
MH319750,preVC_2318,Clustered,VC_2318_0,5,0.4372,0.99993791,7.694520167,0.4372,1
MH319751,preVC_2318,Clustered,VC_2318_0,5,0.4372,0.99993791,7.694520167,0.4372,1
MH319752,,Outlier,,,,,,,
MH319753,preVC_1929,Clustered,VC_1929_0,6,0.1993,0.99913273,7.096854097,0.1991,1
MH319754,,Overlap (VC_1143/VC_1931),,,,,,,
MH319755,preVC_2318,Clustered,VC_2318_0,5,0.4372,0.99993791,7.694520167,0.4372,1
MH319758,preVC_1929,Clustered,VC_1929_0,6,0.1993,0.99913273,7.096854097,0.1991,1
MH319759,preVC_2318,Clustered,VC_2318_0,5,0.4372,0.99993791,7.694520167,0.4372,1
MH319760,,Singleton,,,,,,,
MH319764,,Outlier,,,,,,,
MH319765,,Outlier,,,,,,,
MH321490,preVC_136,Clustered,VC_136_0,11,0.2276,1,6.051281166,0.2276,1
MH321491,preVC_136,Clustered,VC_136_0,11,0.2276,1,6.051281166,0.2276,1
MH321492,preVC_92,Clustered,VC_92_0,12,0.4401,1,7.160110213,0.4401,1
MH321493,preVC_2082,Clustered,VC_2082_0,80,0.9282,1,5.081470372,0.9282,1
MH327485,,Outlier,,,,,,,
MH327486,,Outlier,,,,,,,
MH327487,preVC_1929,Clustered,VC_1929_0,6,0.1993,0.99913273,7.096854097,0.1991,1
MH327490,,Outlier,,,,,,,
MH327491,,Outlier,,,,,,,
MH333064,preVC_117,Clustered,VC_117_1,19,0.4102,1,5.960881793,0.4102,1
MH338234,preVC_13,Clustered,VC_13_7,32,0.4325,1,6.3649727,0.4325,1
MH338235,preVC_1893,Clustered,VC_1893_0,31,0.7893,1,4.741018153,0.7893,1
MH338236,preVC_18,Clustered,VC_18_0,19,0.615,1,3.05291565,0.615,1
MH338237,preVC_18,Clustered,VC_18_0,19,0.615,1,3.05291565,0.615,1
MH338238,preVC_90,Clustered,VC_90_5,3,0.0114,0.99858658,7.69586888,0.0113,1
MH338239,preVC_90,Clustered,VC_90_45,3,0.0078,0.99715498,8.791275065,0.0077,1
MH338240,preVC_160,Clustered,VC_160_0,74,0.943,1,5.364094199,0.943,1
MH338241,preVC_1893,Clustered,VC_1893_0,31,0.7893,1,4.741018153,0.7893,1
MH355583,preVC_229,Clustered,VC_229_0,29,0.8189,1,5.54234333,0.8189,1
MH355584,preVC_75,Clustered/Singleton,VC_75_29,1,0,1,0,0,1
MH356729,preVC_1949,Clustered,VC_1949_0,10,0.7855,1,2.597087665,0.7855,1
MH356730,preVC_225,Clustered/Singleton,VC_225_2,1,0,1,0,0,1
MH358359,preVC_1919,Clustered,VC_1919_0,74,0.6885,1,7.392728016,0.6885,0.9741
MH358458,preVC_1853,Clustered,VC_1853_0,16,0.4771,1,5.595622341,0.4771,1
MH359124,preVC_78,Clustered,VC_78_0,10,0.116,1,8.333069808,0.116,0.7556
MH362766,preVC_1532,Clustered,VC_1532_0,22,0.8082,1,6.10413438,0.8082,1
MH363700,,Overlap (VC_4/VC_7),,,,,,,
MH363708,preVC_2063,Clustered,VC_2063_0,9,0.857,1,6.406371943,0.857,1
MH370358,preVC_1919,Clustered,VC_1919_0,74,0.6885,1,7.392728016,0.6885,0.9741
MH370359,preVC_1919,Clustered,VC_1919_0,74,0.6885,1,7.392728016,0.6885,0.9741
MH370360,preVC_1919,Clustered,VC_1919_0,74,0.6885,1,7.392728016,0.6885,0.9741
MH370361,preVC_1919,Clustered,VC_1919_0,74,0.6885,1,7.392728016,0.6885,0.9741
MH370362,preVC_1919,Clustered,VC_1919_0,74,0.6885,1,7.392728016,0.6885,0.9741
MH370363,preVC_1919,Clustered,VC_1919_0,74,0.6885,1,7.392728016,0.6885,0.9741
MH370364,preVC_43,Clustered,VC_43_0,3,0.2269,0.99851453,2.387425887,0.2266,1
MH370365,preVC_1919,Clustered,VC_1919_0,74,0.6885,1,7.392728016,0.6885,0.9741
MH370366,preVC_146,Clustered,VC_146_9,2,0.0068,0.84253706,8.124038405,0.0057,1
MH370367,preVC_146,Clustered,VC_146_7,7,0.0425,0.99999998,7.92065867,0.0425,0.8571
MH370368,preVC_5,Clustered,VC_5_30,3,0.0138,0.96227699,6.009671126,0.0133,1
MH370369,preVC_146,Clustered,VC_146_25,14,0.0967,1,7.672293001,0.0967,0.8242
MH370370,preVC_5,Clustered,VC_5_34,8,0.05,0.99999907,6.918492974,0.05,0.8929
MH370371,preVC_5,Clustered,VC_5_30,3,0.0138,0.96227699,6.009671126,0.0133,1
MH370372,preVC_1919,Clustered,VC_1919_0,74,0.6885,1,7.392728016,0.6885,0.9741
MH370373,preVC_1919,Clustered,VC_1919_0,74,0.6885,1,7.392728016,0.6885,0.9741
MH370374,preVC_1919,Clustered,VC_1919_0,74,0.6885,1,7.392728016,0.6885,0.9741
MH370375,preVC_146,Clustered/Singleton,VC_146_20,1,0,1,0,0,1
MH370376,preVC_146,Clustered,VC_146_7,7,0.0425,0.99999998,7.92065867,0.0425,0.8571
MH370377,preVC_145,Clustered,VC_145_2,5,0.0473,0.99999955,7.468090365,0.0473,1
MH370378,preVC_145,Clustered,VC_145_2,5,0.0473,0.99999955,7.468090365,0.0473,1
MH370379,preVC_146,Clustered/Singleton,VC_146_2,1,0,1,0,0,1
MH370380,preVC_146,Clustered,VC_146_7,7,0.0425,0.99999998,7.92065867,0.0425,0.8571
MH370381,preVC_1919,Clustered,VC_1919_0,74,0.6885,1,7.392728016,0.6885,0.9741
MH370382,preVC_43,Clustered,VC_43_0,3,0.2269,0.99851453,2.387425887,0.2266,1
MH370383,preVC_43,Clustered,VC_43_0,3,0.2269,0.99851453,2.387425887,0.2266,1
MH370384,preVC_1919,Clustered,VC_1919_0,74,0.6885,1,7.392728016,0.6885,0.9741
MH370385,preVC_1919,Clustered,VC_1919_0,74,0.6885,1,7.392728016,0.6885,0.9741
MH370386,preVC_146,Clustered,VC_146_10,8,0.0501,1,7.648809727,0.0501,0.8571
MH370387,preVC_49,Clustered,VC_49_0,21,0.6196,1,6.644596371,0.6196,1
MH370477,preVC_1886,Clustered,VC_1886_0,2,0.0283,0.95759539,1.732050808,0.0271,1
MH370478,preVC_2321,Clustered,VC_2321_0,15,0.8815,1,4.45219365,0.8815,1
MH371107,preVC_106,Clustered,VC_106_16,30,0.1684,1,7.74946127,0.1684,0.8759
MH371108,preVC_2314,Clustered,VC_2314_0,5,0.301,0.99999982,3.538616185,0.301,1
MH371109,preVC_2314,Clustered,VC_2314_0,5,0.301,0.99999982,3.538616185,0.301,1
MH371110,preVC_90,Clustered,VC_90_28,2,0.0047,0.95743858,8.544003745,0.0045,1
MH371111,preVC_2309,Clustered,VC_2309_0,65,1,1,3.064246085,1,1
MH371112,preVC_159,Clustered,VC_159_5,18,0.1016,1,7.62134711,0.1016,0.9281
MH371113,preVC_34,Clustered,VC_34_0,66,0.8149,1,5.463644873,0.8149,0.9841
MH371114,preVC_106,Clustered,VC_106_5,61,0.2105,1,8.626810116,0.2105,0.6607
MH371115,preVC_153,Clustered,VC_153_31,4,0.0389,0.99998748,7.067852819,0.0389,1
MH371116,preVC_1836,Clustered,VC_1836_0,49,0.8781,1,1.989448097,0.8781,1
MH371117,preVC_106,Clustered,VC_106_5,61,0.2105,1,8.626810116,0.2105,0.6607
MH371118,preVC_2309,Clustered,VC_2309_0,65,1,1,3.064246085,1,1
MH371119,preVC_1836,Clustered,VC_1836_0,49,0.8781,1,1.989448097,0.8781,1
MH371120,preVC_153,Clustered,VC_153_35,2,0.0075,0.95592284,8.774964387,0.0071,1
MH371121,preVC_160,Clustered,VC_160_0,74,0.943,1,5.364094199,0.943,1
MH371122,preVC_14,Clustered,VC_14_0,31,0.8612,1,5.758434633,0.8612,1
MH371123,preVC_153,Clustered,VC_153_40,2,0.0087,0.95756689,8.185352772,0.0083,1
MH371124,preVC_2309,Clustered,VC_2309_0,65,1,1,3.064246085,1,1
MH371125,preVC_106,Clustered,VC_106_5,61,0.2105,1,8.626810116,0.2105,0.6607
MH375074,preVC_229,Clustered,VC_229_0,29,0.8189,1,5.54234333,0.8189,1
MH375593,preVC_55,Clustered,VC_55_0,31,0.5469,1,6.081693022,0.5469,1
MH375594,preVC_54,Clustered,VC_54_0,65,0.6642,1,7.26093196,0.6642,0.9995
MH375595,preVC_54,Clustered,VC_54_0,65,0.6642,1,7.26093196,0.6642,0.9995
MH375596,preVC_54,Clustered,VC_54_0,65,0.6642,1,7.26093196,0.6642,0.9995
MH375597,preVC_54,Clustered,VC_54_0,65,0.6642,1,7.26093196,0.6642,0.9995
MH375598,preVC_54,Clustered,VC_54_0,65,0.6642,1,7.26093196,0.6642,0.9995
MH375599,preVC_54,Clustered,VC_54_0,65,0.6642,1,7.26093196,0.6642,0.9995
MH375600,preVC_54,Clustered,VC_54_0,65,0.6642,1,7.26093196,0.6642,0.9995
MH375644,,Overlap (VC_7/VC_8),,,,,,,
MH378441,preVC_2068,Clustered,VC_2068_0,6,0.8963,0.99995152,0.577350269,0.8962,1
MH378442,preVC_2068,Clustered,VC_2068_0,6,0.8963,0.99995152,0.577350269,0.8962,1
MH378443,preVC_2068,Clustered,VC_2068_0,6,0.8963,0.99995152,0.577350269,0.8962,1
MH382198,preVC_1908,Clustered,VC_1908_0,90,0.9706,1,4.155277231,0.9706,1
MH382836,,Outlier,,,,,,,
MH383160,preVC_2044,Clustered,VC_2044_4,6,0.132,0.99510672,7.290824691,0.1314,1
MH384259,preVC_95,Clustered,VC_95_0,8,0.3404,1,7.371876194,0.3404,0.8214
MH384260,preVC_95,Clustered,VC_95_0,8,0.3404,1,7.371876194,0.3404,0.8214
MH384261,preVC_91,Clustered,VC_91_0,21,0.8411,1,5.970370154,0.8411,1
MH389777,preVC_1921,Clustered,VC_1921_0,4,0.0484,0.88064995,3.159537972,0.0427,1
MH393889,preVC_2311,Clustered,VC_2311_0,2,0.3137,0.93803573,0,0.2943,1
MH399770,preVC_36,Clustered,VC_36_0,10,0.1036,1,5.456082037,0.1036,1
MH399771,preVC_153,Clustered/Singleton,VC_153_30,1,0,1,0,0,1
MH399772,preVC_154,Clustered,VC_154_0,2,0.0136,0.63748598,8.660254038,0.0087,1
MH399773,preVC_106,Clustered,VC_106_5,61,0.2105,1,8.626810116,0.2105,0.6607
MH399774,preVC_159,Clustered,VC_159_0,16,0.0961,1,8.198640772,0.0961,0.725
MH399775,preVC_106,Clustered,VC_106_5,61,0.2105,1,8.626810116,0.2105,0.6607
MH399776,preVC_160,Clustered,VC_160_0,74,0.943,1,5.364094199,0.943,1
MH399777,preVC_1866,Clustered,VC_1866_0,99,0.7752,1,5.955679154,0.7752,0.9998
MH399778,preVC_159,Clustered,VC_159_0,16,0.0961,1,8.198640772,0.0961,0.725
MH399779,preVC_2314,Clustered,VC_2314_1,11,0.6435,1,6.4185018,0.6435,1
MH399780,preVC_106,Clustered,VC_106_5,61,0.2105,1,8.626810116,0.2105,0.6607
MH399781,preVC_1941,Clustered,VC_1941_0,11,0.863,1,1.979950487,0.863,1
MH399782,preVC_90,Clustered,VC_90_19,9,0.0329,1,8.491705381,0.0329,0.8333
MH399783,preVC_2309,Clustered,VC_2309_0,65,1,1,3.064246085,1,1
MH399784,preVC_153,Clustered,VC_153_32,7,0.0625,1,7.70844209,0.0625,0.8571
MH399785,preVC_1866,Clustered,VC_1866_0,99,0.7752,1,5.955679154,0.7752,0.9998
MH399786,preVC_106,Clustered,VC_106_7,39,0.1272,1,8.438088808,0.1272,0.7652
MH399787,preVC_165,Clustered,VC_165_0,35,0.9114,1,5.725342486,0.9114,1
MH399788,preVC_489,Clustered,VC_489_0,20,0.817,1,2.332027872,0.817,1
MH399789,preVC_1124,Clustered,VC_1124_0,20,0.6758,1,5.475747194,0.6758,1
MH400309,preVC_1912,Clustered,VC_1912_0,49,0.9991,1,4.775973754,0.9991,1
