replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in
Sage2_R_60_16_scaffold_1994	Sage2_R_60_16_scaffold_1994_7	Type_I_S	206920	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_60_16_scaffold_1994_RM_Type_I_96	1	1	1.000	2.500	1	Type_I_S	accessory	417	1.9e-68	237.200	0.416	0.683	132	416		
Sage2_R_60_16_scaffold_1994	Sage2_R_60_16_scaffold_1994_8	Type_I_REases	206921	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_60_16_scaffold_1994_RM_Type_I_96	1	1	1.000	2.500	1	Type_I_REases	mandatory	1016	1.7e-248	834.000	0.988	0.980	6	1001		
Sage2_R_60_16_scaffold_2036	Sage2_R_60_16_scaffold_2036_3	Type_III_REases	1273863	defense-finder-models/RM/RM/RM_Type_III	Sage2_R_60_16_scaffold_2036_RM_Type_III_125	1	1	1.000	2.000	1	Type_III_REases	mandatory	983	1.8e-224	754.100	0.983	0.992	1	975		
Sage2_R_60_16_scaffold_2036	Sage2_R_60_16_scaffold_2036_5	Type_III_MTases	1273865	defense-finder-models/RM/RM/RM_Type_III	Sage2_R_60_16_scaffold_2036_RM_Type_III_125	1	1	1.000	2.000	1	Type_III_MTases	mandatory	629	2.2e-185	624.500	0.945	0.949	16	612		
Sage2_R_60_16_scaffold_2613	Sage2_R_60_16_scaffold_2613_9	Type_IIG	1355782	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_R_60_16_scaffold_2613_RM_Type_IIG_259	1	1	1.000	1.000	1	Type_IIG	mandatory	803	1.1e-175	592.900	0.906	0.995	3	801		
Sage2_R_60_16_scaffold_30071	Sage2_R_60_16_scaffold_30071_6	Type_II_REases	1274658	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_60_16_scaffold_30071_RM_Type_II_375	1	1	1.000	2.000	1	Type_II_REases	mandatory	514	6.9e-11	48.500	0.385	0.218	9	120		
Sage2_R_60_16_scaffold_30071	Sage2_R_60_16_scaffold_30071_10	Type_II_MTases	1274662	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_60_16_scaffold_30071_RM_Type_II_375	1	1	1.000	2.000	1	Type_II_MTases	mandatory	565	5.3e-77	265.900	1.369	0.912	3	517		
Sage2_R_60_16_scaffold_4028	Sage2_R_60_16_scaffold_4028_3	Type_IIG	1275658	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_R_60_16_scaffold_4028_RM_Type_IIG_260	1	1	1.000	1.000	1	Type_IIG	mandatory	957	1.6e-240	806.900	1.000	0.966	5	928		
Sage2_R_60_16_scaffold_42	Sage2_R_60_16_scaffold_42_74	Type_II_REases	205111	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_60_16_scaffold_42_RM_Type_II_376	1	1	1.000	2.000	1	Type_II_REases	mandatory	227	3.3e-06	33.600	0.687	0.881	17	216		
Sage2_R_60_16_scaffold_42	Sage2_R_60_16_scaffold_42_75	Type_II_MTases	205112	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_60_16_scaffold_42_RM_Type_II_376	1	1	1.000	2.000	1	Type_II_MTases	mandatory	318	6.2e-72	248.500	0.678	0.824	36	297		
Sage2_R_60_16_scaffold_509	Sage2_R_60_16_scaffold_509_8	Type_IIG	1272543	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_R_60_16_scaffold_509_RM_Type_IIG_98	1	1	1.000	1.000	1	Type_IIG	mandatory	1036	1.8e-153	519.400	1.042	0.994	1	1030		
Sage2_R_60_16_scaffold_509	Sage2_R_60_16_scaffold_509_10	Type_I_S	1272545	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_60_16_scaffold_509_RM_Type_I_97	1	1	1.000	2.500	1	Type_I_S	accessory	411	3.4e-66	230.400	0.547	0.988	5	410		
Sage2_R_60_16_scaffold_509	Sage2_R_60_16_scaffold_509_14	Type_I_MTases	1272549	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_60_16_scaffold_509_RM_Type_I_97	1	1	1.000	2.500	1	Type_I_MTases	mandatory	512	2.2e-103	352.600	0.953	0.979	6	506		
Sage2_R_60_16_scaffold_509	Sage2_R_60_16_scaffold_509_15	Type_I_REases	1272550	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_60_16_scaffold_509_RM_Type_I_97	1	1	1.000	2.500	1	Type_I_REases	mandatory	784	3.6e-73	253.500	0.554	0.691	4	545		
Sage2_R_60_16_scaffold_5355	Sage2_R_60_16_scaffold_5355_6	Type_IIG	1276118	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_R_60_16_scaffold_5355_RM_Type_IIG_261	1	1	1.000	1.000	1	Type_IIG	mandatory	1103	8.7e-145	490.700	1.019	0.969	31	1099		
Sage2_R_60_16_scaffold_6749	Sage2_R_60_16_scaffold_6749_10	Type_II_MTases	1273822	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_60_16_scaffold_6749_RM_Type_II_377	1	1	1.000	2.000	1	Type_II_MTases	mandatory	309	3.3e-45	160.700	0.732	0.896	3	279		
Sage2_R_60_16_scaffold_6749	Sage2_R_60_16_scaffold_6749_11	Type_II_REases	1273823	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_60_16_scaffold_6749_RM_Type_II_377	1	1	1.000	2.000	1	Type_II_REases	mandatory	287	1.4e-55	195.500	1.191	0.899	3	260		
Sage2_R_60_16_scaffold_678	Sage2_R_60_16_scaffold_678_6	Type_IIG	1355009	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_R_60_16_scaffold_678_RM_Type_IIG_262	1	1	1.000	1.000	1	Type_IIG	mandatory	1204	1.6e-130	443.500	0.880	0.897	123	1202		
Sage2_R_60_16_scaffold_731	Sage2_R_60_16_scaffold_731_29	Type_I_MTases	1272778	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_60_16_scaffold_731_RM_Type_I_99	1	1	1.000	2.500	1	Type_I_MTases	mandatory	543	1.2e-124	423.200	0.842	0.831	13	463		
Sage2_R_60_16_scaffold_731	Sage2_R_60_16_scaffold_731_34	Type_I_S	1272783	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_60_16_scaffold_731_RM_Type_I_99	1	1	1.000	2.500	1	Type_I_S	accessory	420	4.5e-56	196.900	0.479	0.974	2	410		
Sage2_R_60_16_scaffold_731	Sage2_R_60_16_scaffold_731_39	Type_I_REases	1272788	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_60_16_scaffold_731_RM_Type_I_99	1	1	1.000	2.500	1	Type_I_REases	mandatory	1083	9e-166	560.100	0.895	0.830	145	1043		
Sage2_R_60_16_scaffold_77446	Sage2_R_60_16_scaffold_77446_1	Type_II_REases	1277015	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_60_16_scaffold_77446_RM_Type_II_378	1	1	1.000	2.000	1	Type_II_REases	mandatory	275	1.5e-21	83.900	0.897	0.884	18	260		
Sage2_R_60_16_scaffold_77446	Sage2_R_60_16_scaffold_77446_2	Type_II_MTases	1277016	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_60_16_scaffold_77446_RM_Type_II_378	1	1	1.000	2.000	1	Type_II_MTases	mandatory	233	1.2e-75	259.600	0.505	0.794	27	211		
Sage2_R_60_16_scaffold_8929	Sage2_R_60_16_scaffold_8929_7	Type_IV_REases	6196	defense-finder-models/RM/RM/RM_Type_IV	Sage2_R_60_16_scaffold_8929_RM_Type_IV_446	1	1	1.000	1.000	1	Type_IV_REases	mandatory	296	4.5e-55	193.500	0.442	0.635	105	292		
Sage2_R_60_16_scaffold_905	Sage2_R_60_16_scaffold_905_23	Type_IIG	1273003	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_R_60_16_scaffold_905_RM_Type_IIG_263	1	1	1.000	1.000	1	Type_IIG	mandatory	1044	2.8e-100	343.400	0.760	0.817	16	868		
Sage2_R_60_16_scaffold_92	Sage2_R_60_16_scaffold_92_71	Type_II_REases	205796	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_60_16_scaffold_92_RM_Type_II_379	1	1	1.000	2.000	1	Type_II_REases	mandatory	257	2e-11	50.700	0.817	0.949	5	248		
Sage2_R_60_16_scaffold_92	Sage2_R_60_16_scaffold_92_72	Type_II_MTases	205797	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_60_16_scaffold_92_RM_Type_II_379	1	1	1.000	2.000	1	Type_II_MTases	mandatory	400	6.6e-89	304.900	0.964	0.890	5	360		
Sage2_R_60_16_scaffold_9287	Sage2_R_60_16_scaffold_9287_4	Type_IIG	1271884	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_R_60_16_scaffold_9287_RM_Type_IIG_264	1	1	1.000	1.000	1	Type_IIG	mandatory	1113	1.3e-228	768.300	1.207	0.955	40	1102		
Sage2_R_60_16_scaffold_980	Sage2_R_60_16_scaffold_980_15	Type_IIG	1355383	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_R_60_16_scaffold_980_RM_Type_IIG_265	1	1	1.000	1.000	1	Type_IIG	mandatory	1008	1.9e-91	314.000	0.823	0.787	206	998		
Sage2_R_80_16_scaffold_1837	Sage2_R_80_16_scaffold_1837_19	Type_II_MTases	1066433	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_80_16_scaffold_1837_RM_Type_II_380	1	1	1.000	2.000	1	Type_II_MTases	mandatory	383	1.6e-30	112.700	0.292	0.245	52	145		
Sage2_R_80_16_scaffold_1837	Sage2_R_80_16_scaffold_1837_20	Type_II_REases	1066434	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_80_16_scaffold_1837_RM_Type_II_380	1	1	1.000	2.000	1	Type_II_REases	mandatory	325	5.9e-25	95.300	0.672	0.769	5	254		
Sage2_R_80_16_scaffold_19551	Sage2_R_80_16_scaffold_19551_8	Type_IIG	1064735	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_R_80_16_scaffold_19551_RM_Type_IIG_266	1	1	1.000	1.000	1	Type_IIG	mandatory	662	6.8e-135	458.400	0.678	0.973	18	661		
Sage2_R_80_16_scaffold_29947	Sage2_R_80_16_scaffold_29947_3	Type_II_REases	1125986	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_80_16_scaffold_29947_RM_Type_II_381	1	1	1.000	2.000	1	Type_II_REases	mandatory	227	1.7e-41	149.100	0.809	0.974	3	223		
Sage2_R_80_16_scaffold_29947	Sage2_R_80_16_scaffold_29947_4	Type_II_MTases	1125987	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_80_16_scaffold_29947_RM_Type_II_381	1	1	1.000	2.000	1	Type_II_MTases	mandatory	287	1.6e-94	323.700	0.768	0.979	2	282		
Sage2_R_80_16_scaffold_353	Sage2_R_80_16_scaffold_353_3	Type_II_REases	1065118	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_80_16_scaffold_353_RM_Type_II_382	1	1	1.000	2.000	2	Type_II_REases	mandatory	559	1.4e-15	63.300	0.531	0.270	383	533		
Sage2_R_80_16_scaffold_353	Sage2_R_80_16_scaffold_353_4	Type_II_MTases	1065119	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_80_16_scaffold_353_RM_Type_II_382	1	1	1.000	2.000	2	Type_II_MTases	mandatory	357	2.7e-38	138.400	0.891	0.924	25	354		
Sage2_R_80_16_scaffold_353	Sage2_R_80_16_scaffold_353_5	Type_II_MTases	1065120	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_80_16_scaffold_353_RM_Type_II_382	1	1	1.000	2.000	2	Type_II_MTases	mandatory	294	3.3e-89	305.000	0.721	0.901	26	290		
Sage2_R_80_16_scaffold_3903	Sage2_R_80_16_scaffold_3903_7	Type_I_REases	1128767	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_80_16_scaffold_3903_RM_Type_I_100	1	1	1.000	2.500	1	Type_I_REases	mandatory	1018	2.5e-219	737.400	0.992	0.976	2	995		
Sage2_R_80_16_scaffold_3903	Sage2_R_80_16_scaffold_3903_9	Type_I_S	1128769	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_80_16_scaffold_3903_RM_Type_I_100	1	1	1.000	2.500	1	Type_I_S	accessory	435	7.9e-51	179.600	0.478	0.968	8	428		
Sage2_R_80_16_scaffold_3903	Sage2_R_80_16_scaffold_3903_10	Type_I_MTases	1128770	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_80_16_scaffold_3903_RM_Type_I_100	1	1	1.000	2.500	1	Type_I_MTases	mandatory	551	1.6e-156	528.400	0.973	0.951	25	548		
Sage2_R_80_16_scaffold_5	Sage2_R_80_16_scaffold_5_270	Type_I_S	197180	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_80_16_scaffold_5_RM_Type_I_101	1	1	1.000	2.500	1	Type_I_S	accessory	229	7.9e-20	77.600	0.239	0.803	27	210		
Sage2_R_80_16_scaffold_5	Sage2_R_80_16_scaffold_5_271	Type_I_MTases	197181	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_80_16_scaffold_5_RM_Type_I_101	1	1	1.000	2.500	1	Type_I_MTases	mandatory	508	7.9e-160	539.300	0.998	0.992	1	504		
Sage2_R_80_16_scaffold_5	Sage2_R_80_16_scaffold_5_273	Type_I_S	197183	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_80_16_scaffold_5_RM_Type_I_101	1	1	1.000	2.500	1	Type_I_S	accessory	254	3.8e-43	153.800	0.391	0.992	1	252		
Sage2_R_80_16_scaffold_5	Sage2_R_80_16_scaffold_5_275	Type_I_REases	197185	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_80_16_scaffold_5_RM_Type_I_101	1	1	1.000	2.500	1	Type_I_REases	mandatory	1072	3.2e-202	680.700	0.978	0.958	11	1037		
Sage2_R_80_16_scaffold_5405	Sage2_R_80_16_scaffold_5405_8	Type_IIG	1127562	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_R_80_16_scaffold_5405_RM_Type_IIG_267	1	1	1.000	1.000	1	Type_IIG	mandatory	1111	5.3e-130	441.800	1.217	0.953	16	1074		
Sage2_R_80_16_scaffold_6097	Sage2_R_80_16_scaffold_6097_7	Type_IIG	1064566	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_R_80_16_scaffold_6097_RM_Type_IIG_268	1	1	1.000	1.000	1	Type_IIG	mandatory	1311	7e-96	328.800	0.876	0.786	92	1121		
Sage2_R_80_16_scaffold_7	Sage2_R_80_16_scaffold_7_285	Type_IV_REases	995134	defense-finder-models/RM/RM/RM_Type_IV	Sage2_R_80_16_scaffold_7_RM_Type_IV_447	1	1	1.000	1.000	1	Type_IV_REases	mandatory	527	2.3e-50	177.900	0.774	0.647	166	506		
Sage2_R_80_16_scaffold_713	Sage2_R_80_16_scaffold_713_56	Type_II_MTases	200729	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_80_16_scaffold_713_RM_Type_II_383	1	1	1.000	2.000	1	Type_II_MTases	mandatory	333	3.6e-72	249.800	0.940	0.964	1	321		
Sage2_R_80_16_scaffold_713	Sage2_R_80_16_scaffold_713_58	Type_II_REases	200731	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_80_16_scaffold_713_RM_Type_II_383	1	1	1.000	2.000	1	Type_II_REases	mandatory	906	2.6e-05	30.100	0.450	0.205	155	340		
Sage2_R_80_16_scaffold_8	Sage2_R_80_16_scaffold_8_206	Type_I_REases	197413	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_80_16_scaffold_8_RM_Type_I_102	1	1	1.000	2.500	1	Type_I_REases	mandatory	1050	5.9e-183	617.000	0.983	0.957	9	1013		
Sage2_R_80_16_scaffold_8	Sage2_R_80_16_scaffold_8_207	Type_I_S	197414	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_80_16_scaffold_8_RM_Type_I_102	1	1	1.000	2.500	1	Type_I_S	accessory	398	2.5e-46	164.300	0.578	0.977	3	391		
Sage2_R_80_16_scaffold_8	Sage2_R_80_16_scaffold_8_208	Type_I_MTases	197415	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_80_16_scaffold_8_RM_Type_I_102	1	1	1.000	2.500	1	Type_I_MTases	mandatory	517	3.1e-152	514.200	0.986	0.986	2	511		
Sage1_L_100_16_scaffold_14374	Sage1_L_100_16_scaffold_14374_8	Nhi_2	1185158	defense-finder-models/DefenseFinder_1/Nhi/Nhi	Sage1_L_100_16_scaffold_14374_Nhi_91	1	1	1.000	1.000	1	Nhi	mandatory	262	2.3e-94	323.300	0.384	0.943	2	248		
Sage1_L_100_16_scaffold_147	Sage1_L_100_16_scaffold_147_158	KwaA	1183186	defense-finder-models/DefenseFinder_1/Kiwa/Kiwa	Sage1_L_100_16_scaffold_147_Kiwa_119	1	1	1.000	2.000	1	KwaA	mandatory	192	2.8e-36	131.100	0.921	0.917	15	190		
Sage1_L_100_16_scaffold_147	Sage1_L_100_16_scaffold_147_159	KwaB	1183187	defense-finder-models/DefenseFinder_1/Kiwa/Kiwa	Sage1_L_100_16_scaffold_147_Kiwa_119	1	1	1.000	2.000	1	KwaB	mandatory	302	3e-45	161.200	0.946	0.967	8	299		
Sage1_L_100_16_scaffold_7085	Sage1_L_100_16_scaffold_7085_3	SduA	829586	defense-finder-models/DefenseFinder_1/Shedu/Shedu	Sage1_L_100_16_scaffold_7085_Shedu_77	1	1	1.000	1.000	1	SduA	mandatory	271	1.7e-43	155.800	0.546	0.801	45	261		
Sage1_L_113_16_scaffold_173401	Sage1_L_113_16_scaffold_173401_1	DUF4238_Pers	915313	defense-finder-models/DefenseFinder_1/Rst_DUF4238/Rst_DUF4238	Sage1_L_113_16_scaffold_173401_Rst_DUF4238_114	1	1	1.000	1.000	1	DUF4238_Pers	mandatory	286	3.4e-36	131.300	0.725	0.783	30	253		
Sage1_L_113_16_scaffold_2305	Sage1_L_113_16_scaffold_2305_2	AbiEi_4	391444	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage1_L_113_16_scaffold_2305_AbiEii_6	1	1	1.000	2.000	1	AbiEi_1	mandatory	243	1.9e-07	37.100	0.959	0.198	3	50		
Sage1_L_113_16_scaffold_2305	Sage1_L_113_16_scaffold_2305_3	AbiEii	391445	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage1_L_113_16_scaffold_2305_AbiEii_6	1	1	1.000	2.000	1	AbiEii	mandatory	313	2.7e-10	46.800	0.933	0.687	55	269		
Sage1_L_113_16_scaffold_2619	Sage1_L_113_16_scaffold_2619_23	AbiEii	638903	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage1_L_113_16_scaffold_2619_AbiEii_7	1	1	1.000	2.000	1	AbiEii	mandatory	309	9.3e-40	143.200	0.971	0.816	10	261		
Sage1_L_113_16_scaffold_2619	Sage1_L_113_16_scaffold_2619_24	AbiEi_3	638904	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage1_L_113_16_scaffold_2619_AbiEii_7	1	1	1.000	2.000	1	AbiEi_1	mandatory	246	2.2e-35	127.800	0.931	0.581	99	241		
Sage1_L_113_16_scaffold_61963	Sage1_L_113_16_scaffold_61963_2	AbiEi_3	756801	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage1_L_113_16_scaffold_61963_AbiEii_8	1	1	1.000	2.000	1	AbiEi_1	mandatory	266	1.1e-47	167.800	0.987	0.568	102	252		
Sage1_L_113_16_scaffold_61963	Sage1_L_113_16_scaffold_61963_3	AbiEii	756802	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage1_L_113_16_scaffold_61963_AbiEii_8	1	1	1.000	2.000	1	AbiEii	mandatory	307	8.5e-38	136.800	0.962	0.821	14	265		
Sage1_L_20_16_scaffold_8395	Sage1_L_20_16_scaffold_8395_3	AbiEi_1	1264484	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage1_L_20_16_scaffold_8395_AbiEii_9	1	1	1.000	2.000	1	AbiEi_1	mandatory	262	4.5e-45	159.400	0.993	0.542	69	210		
Sage1_L_20_16_scaffold_8395	Sage1_L_20_16_scaffold_8395_4	AbiEii	1264485	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage1_L_20_16_scaffold_8395_AbiEii_9	1	1	1.000	2.000	1	AbiEii	mandatory	273	5.9e-35	127.500	0.992	0.813	30	251		
Sage1_L_40_16_scaffold_11474	Sage1_L_40_16_scaffold_11474_2	IetA	703309	defense-finder-models/DefenseFinder_1/Gao_Iet/Gao_Iet	Sage1_L_40_16_scaffold_11474_Gao_Iet_71	1	1	1.000	2.000	1	IetA	mandatory	393	9.9e-80	274.500	0.953	0.947	11	382		
Sage1_L_40_16_scaffold_11474	Sage1_L_40_16_scaffold_11474_3	IetS	703310	defense-finder-models/DefenseFinder_1/Gao_Iet/Gao_Iet	Sage1_L_40_16_scaffold_11474_Gao_Iet_71	1	1	1.000	2.000	1	IetS	mandatory	777	3.1e-48	170.600	0.598	0.596	251	713		
Sage1_L_40_16_scaffold_3477	Sage1_L_40_16_scaffold_3477_6	LmuA_effector_Mrr	1219473	defense-finder-models/DefenseFinder_1/Lamassu-Fam/Lamassu-Fam	Sage1_L_40_16_scaffold_3477_Lamassu-Fam_70	1	1	1.000	2.500	1	LmuA_effector_Cap4_nuclease_II	mandatory	323	7.7e-24	91.300	0.610	0.594	18	209		
Sage1_L_40_16_scaffold_3477	Sage1_L_40_16_scaffold_3477_7	LmuC_acc_Mrr	1219474	defense-finder-models/DefenseFinder_1/Lamassu-Fam/Lamassu-Fam	Sage1_L_40_16_scaffold_3477_Lamassu-Fam_70	1	1	1.000	2.500	1	LmuC_acc_Lipase	accessory	126	1.3e-10	47.400	0.801	0.929	2	118		
Sage1_L_40_16_scaffold_3477	Sage1_L_40_16_scaffold_3477_9	LmuB_SMC_Mrr	1219476	defense-finder-models/DefenseFinder_1/Lamassu-Fam/Lamassu-Fam	Sage1_L_40_16_scaffold_3477_Lamassu-Fam_70	1	1	1.000	2.500	1	LmuB_SMC_Cap4_nuclease_II	mandatory	588	1.2e-54	192.100	0.585	0.655	180	564		
Sage1_L_40_16_scaffold_358	Sage1_L_40_16_scaffold_358_5	AbiEi_1	877915	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage1_L_40_16_scaffold_358_AbiEii_10	1	1	1.000	2.000	1	AbiEi_1	mandatory	271	6.3e-12	52.000	0.915	0.483	90	220		
Sage1_L_40_16_scaffold_358	Sage1_L_40_16_scaffold_358_6	AbiEii	877916	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage1_L_40_16_scaffold_358_AbiEii_10	1	1	1.000	2.000	1	AbiEii	mandatory	258	4.2e-27	101.800	0.921	0.814	13	222		
Sage1_L_40_16_scaffold_59	Sage1_L_40_16_scaffold_59_13	AbiEii	876503	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage1_L_40_16_scaffold_59_AbiEii_11	1	1	1.000	2.000	1	AbiEii	mandatory	261	1.4e-34	126.300	0.971	0.816	33	245		
Sage1_L_40_16_scaffold_59	Sage1_L_40_16_scaffold_59_14	AbiEi_4	876504	defense-finder-models/DefenseFinder_1/AbiEii/AbiEii	Sage1_L_40_16_scaffold_59_AbiEii_11	1	1	1.000	2.000	1	AbiEi_1	mandatory	268	1.1e-06	34.600	1.000	0.194	15	66		
Sage1_L_40_16_scaffold_652	Sage1_L_40_16_scaffold_652_13	KwaB	704625	defense-finder-models/DefenseFinder_1/Kiwa/Kiwa	Sage1_L_40_16_scaffold_652_Kiwa_120	1	1	1.000	2.000	1	KwaB	mandatory	320	1.7e-32	119.200	0.984	0.988	2	317		
Sage1_L_40_16_scaffold_652	Sage1_L_40_16_scaffold_652_14	KwaA	704626	defense-finder-models/DefenseFinder_1/Kiwa/Kiwa	Sage1_L_40_16_scaffold_652_Kiwa_120	1	1	1.000	2.000	1	KwaA	mandatory	176	2e-35	128.200	0.942	0.972	3	173		
Sage1_L_60_16_scaffold_10830	Sage1_L_60_16_scaffold_10830_9	Nhi_2	1291068	defense-finder-models/DefenseFinder_1/Nhi/Nhi	Sage1_L_60_16_scaffold_10830_Nhi_92	1	1	1.000	1.000	1	Nhi	mandatory	670	7.3e-251	840.200	0.997	0.975	16	668		
Sage1_L_60_16_scaffold_1472	Sage1_L_60_16_scaffold_1472_22	SduA	161519	defense-finder-models/DefenseFinder_1/Shedu/Shedu	Sage1_L_60_16_scaffold_1472_Shedu_78	1	1	1.000	1.000	1	SduA	mandatory	387	1.8e-51	182.000	0.777	0.721	87	365		
Sage1_L_60_16_scaffold_15623	Sage1_L_60_16_scaffold_15623_4	Nhi_2	75293	defense-finder-models/DefenseFinder_1/Nhi/Nhi	Sage1_L_60_16_scaffold_15623_Nhi_93	1	1	1.000	1.000	1	Nhi	mandatory	658	4e-268	897.200	1.000	0.998	1	657		
Sage1_L_60_16_scaffold_18915	Sage1_L_60_16_scaffold_18915_2	LmuA_effector_Cap4_nuclease_II	1322234	defense-finder-models/DefenseFinder_1/Lamassu-Fam/Lamassu-Fam	Sage1_L_60_16_scaffold_18915_Lamassu-Fam_109	1	1	1.000	2.500	2	LmuA_effector_Cap4_nuclease_II	mandatory	397	9.1e-45	160.600	0.973	0.962	5	386		
Sage1_L_60_16_scaffold_18915	Sage1_L_60_16_scaffold_18915_3	LmuC_acc_Cap4_nuclease	1322235	defense-finder-models/DefenseFinder_1/Lamassu-Fam/Lamassu-Fam	Sage1_L_60_16_scaffold_18915_Lamassu-Fam_109	1	1	1.000	2.500	2	LmuC_acc_Lipase	accessory	163	0.0008	26.000	0.902	0.902	7	153		
Sage1_L_60_16_scaffold_18915	Sage1_L_60_16_scaffold_18915_4	LmuB_SMC_Cap4_nuclease_II	1322236	defense-finder-models/DefenseFinder_1/Lamassu-Fam/Lamassu-Fam	Sage1_L_60_16_scaffold_18915_Lamassu-Fam_109	1	1	1.000	2.500	2	LmuB_SMC_Cap4_nuclease_II	mandatory	469	1.5e-74	258.400	0.648	0.883	1	414		
Sage1_L_60_16_scaffold_18915	Sage1_L_60_16_scaffold_18915_5	LmuB_SMC_Cap4_nuclease_II	1322237	defense-finder-models/DefenseFinder_1/Lamassu-Fam/Lamassu-Fam	Sage1_L_60_16_scaffold_18915_Lamassu-Fam_109	1	1	1.000	2.500	2	LmuB_SMC_Cap4_nuclease_II	mandatory	205	2.4e-35	128.900	0.267	0.961	3	199		
Sage1_L_60_16_scaffold_20918	Sage1_L_60_16_scaffold_20918_1	Nhi_2	76486	defense-finder-models/DefenseFinder_1/Nhi/Nhi	Sage1_L_60_16_scaffold_20918_Nhi_94	1	1	1.000	1.000	1	Nhi	mandatory	658	2.6e-269	901.100	1.000	0.998	1	657		
Sage1_L_60_16_scaffold_34640	Sage1_L_60_16_scaffold_34640_2	Lit	1317480	defense-finder-models/DefenseFinder_1/Lit/Lit	Sage1_L_60_16_scaffold_34640_Lit_115	1	1	1.000	1.000	1	Lit	mandatory	312	1.2e-20	80.000	0.785	0.731	28	255		
Sage1_L_60_16_scaffold_3608	Sage1_L_60_16_scaffold_3608_11	KwaB	725204	defense-finder-models/DefenseFinder_1/Kiwa/Kiwa	Sage1_L_60_16_scaffold_3608_Kiwa_121	1	1	1.000	2.000	1	KwaB	mandatory	327	4.3e-27	101.500	0.930	0.917	17	316		
Sage1_L_60_16_scaffold_3608	Sage1_L_60_16_scaffold_3608_12	KwaA	725205	defense-finder-models/DefenseFinder_1/Kiwa/Kiwa	Sage1_L_60_16_scaffold_3608_Kiwa_121	1	1	1.000	2.000	1	KwaA	mandatory	172	4.7e-38	136.900	0.932	0.988	2	171		
